TIGR01958	PE_Scaf8449_0.8
TIGR01910	PE_Scaf12157_5.23
TIGR01910	PE_Scaf12157_5.23
TIGR01622	PE_Scaf5907_4.2
TIGR01622	PE_Scaf5907_4.2
TIGR01659	PE_Scaf5907_4.2
TIGR00917	PE_Scaf3941_15.3
TIGR00917	PE_Scaf3941_15.3
TIGR01632	PE_Scaf2339_7.5
TIGR01628	PE_Scaf3880_3.2
TIGR01628	PE_Scaf3880_3.2
TIGR01645	PE_Scaf3880_3.2
TIGR00376	PE_Scaf589_0.9
TIGR00376	PE_Scaf589_0.9
TIGR00530	PE_Scaf5053_2.7
TIGR02006	PE_Scaf5218_0.4
TIGR01372	PE_Scaf2031_2.9
TIGR01372	PE_Scaf2031_2.9
TIGR01372	PE_Scaf2031_2.9
TIGR01373	PE_Scaf2031_2.9
TIGR03703	PE_Scaf11223_1.5
TIGR02521	PE_Scaf9470_8.7
TIGR02521	PE_Scaf9470_8.7
TIGR00297	PE_Scaf622_3.2
TIGR03903	PE_Scaf1829_3.1
TIGR03903	PE_Scaf1829_3.1
TIGR00692	PE_Scaf6694_2.9
TIGR03596	PE_Scaf12515_0.5
TIGR03596	PE_Scaf12515_0.5
TIGR03594	PE_Scaf12515_0.5
TIGR01963	PE_Scaf8204_2.5
TIGR01963	PE_Scaf8204_2.5
TIGR03971	PE_Scaf8204_2.5
TIGR01179	PE_Scaf6724_0.2
TIGR01179	PE_Scaf6724_0.2
TIGR01746	PE_Scaf6724_0.2
TIGR01181	PE_Scaf6724_0.2
TIGR02605	PE_Scaf6131_0.0
TIGR02605	PE_Scaf6131_0.0
TIGR02605	PE_Scaf6131_0.0
TIGR02605	PE_Scaf6131_0.0
TIGR02605	PE_Scaf6131_0.0
TIGR02605	PE_Scaf6131_0.0
TIGR02605	PE_Scaf6131_0.0
TIGR02605	PE_Scaf6131_0.0
TIGR02605	PE_Scaf6131_0.0
TIGR00233	PE_Scaf5944_0.4
TIGR01348	PE_Scaf1532_1.8
TIGR00859	PE_Scaf191_6.6
TIGR00229	PE_Scaf6997_15.4
TIGR00229	PE_Scaf6997_15.4
TIGR03971	PE_Scaf722_2.2
TIGR03971	PE_Scaf722_2.2
TIGR01242	PE_Scaf6982_1.4
TIGR03689	PE_Scaf6982_1.4
TIGR00390	PE_Scaf6982_1.4
TIGR04479	PE_Scaf6457_0.0
TIGR04479	PE_Scaf6457_0.0
TIGR04479	PE_Scaf6457_0.0
TIGR04479	PE_Scaf6457_0.0
TIGR04479	PE_Scaf6457_0.0
TIGR04479	PE_Scaf6457_0.0
TIGR04479	PE_Scaf6457_0.0
TIGR04479	PE_Scaf6457_0.0
TIGR04479	PE_Scaf6457_0.0
TIGR01177	PE_Scaf10320_2.7
TIGR03534	PE_Scaf10320_2.7
TIGR00231	PE_Scaf3886_12.0
TIGR00398	PE_Scaf11945_4.2
TIGR00593	PE_Scaf10447_0.2
TIGR00593	PE_Scaf10447_0.2
TIGR00975	PE_Scaf3617_1.4
TIGR00975	PE_Scaf3617_1.4
TIGR01622	PE_Scaf6857_0.6
TIGR01622	PE_Scaf6857_0.6
TIGR01622	PE_Scaf6857_0.6
TIGR01622	PE_Scaf6857_0.6
TIGR01622	PE_Scaf6857_0.6
TIGR01825	PE_Scaf9484_0.13
TIGR01825	PE_Scaf9484_0.13
TIGR00858	PE_Scaf9484_0.13
TIGR03903	PE_Scaf12517_10.12
TIGR01393	PE_Scaf5295_0.2
TIGR00425	PE_Scaf708_0.4
TIGR03684	PE_Scaf708_0.4
TIGR03684	PE_Scaf708_0.4
TIGR02442	PE_Scaf571_1.9
TIGR02442	PE_Scaf571_1.9
TIGR00229	PE_Scaf4540_4.5
TIGR00229	PE_Scaf4540_4.5
TIGR03866	PE_Scaf11819_1.8
TIGR03866	PE_Scaf11819_1.8
TIGR03866	PE_Scaf11819_1.8
TIGR01500	PE_Scaf10269_5.32
TIGR00318	PE_Scaf7478_8.10
TIGR00490	PE_Scaf3416_5.16
TIGR00490	PE_Scaf3416_5.16
TIGR00490	PE_Scaf3416_5.16
TIGR00490	PE_Scaf3416_5.16
TIGR00490	PE_Scaf3416_5.16
TIGR00490	PE_Scaf3416_5.16
TIGR03799	PE_Scaf11430_6.7
TIGR01359	PE_Scaf7084_0.7
TIGR03903	PE_Scaf4264_1.4
TIGR00859	PE_Scaf8853_2.8
TIGR00859	PE_Scaf8853_2.8
TIGR01830	PE_Scaf5712_4.2
TIGR03534	PE_Scaf11679_1.5
TIGR03992	PE_Scaf7841_3.26
TIGR02965	PE_Scaf5651_2.14
TIGR01967	PE_Scaf7810_4.9
TIGR01967	PE_Scaf7810_4.9
TIGR03703	PE_Scaf11033_1.8
TIGR03703	PE_Scaf11033_1.8
TIGR00475	PE_Scaf9508_0.3
TIGR03680	PE_Scaf9508_0.3
TIGR00422	PE_Scaf5234_1.5
TIGR00422	PE_Scaf5234_1.5
TIGR01622	PE_Scaf3868_9.1
TIGR01622	PE_Scaf3868_9.1
TIGR03992	PE_Scaf1629_1.6
TIGR03992	PE_Scaf1629_1.6
TIGR03547	PE_Scaf3228_13.7
TIGR03547	PE_Scaf3228_13.7
TIGR03547	PE_Scaf3228_13.7
TIGR03547	PE_Scaf3228_13.7
TIGR03547	PE_Scaf3228_13.7
TIGR04121	PE_Scaf3880_4.3
TIGR04121	PE_Scaf3880_4.3
TIGR04121	PE_Scaf3880_4.3
TIGR03817	PE_Scaf3880_4.3
TIGR00580	PE_Scaf3880_4.3
TIGR02197	PE_Scaf2030_2.13
TIGR02203	PE_Scaf7934_0.7
TIGR00860	PE_Scaf8635_6.3
TIGR00859	PE_Scaf8167_1.0
TIGR01224	PE_Scaf2857_0.7
TIGR00870	PE_Scaf12038_2.7
TIGR00603	PE_Scaf622_3.6
TIGR01179	PE_Scaf6724_1.5
TIGR01179	PE_Scaf6724_1.5
TIGR01622	PE_Scaf2009_1.6
TIGR02889	PE_Scaf9046_10.2
TIGR02889	PE_Scaf9046_10.2
TIGR02889	PE_Scaf9046_10.2
TIGR00892	PE_Scaf11976_1.6
TIGR00633	PE_Scaf10317_1.7
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02383	PE_Scaf10567_0.23
TIGR02349	PE_Scaf284_12.5
TIGR03548	PE_Scaf9685_15.6
TIGR03548	PE_Scaf9685_15.6
TIGR03547	PE_Scaf9685_15.6
TIGR03417	PE_Scaf8980_8.6
TIGR03417	PE_Scaf8980_8.6
TIGR03417	PE_Scaf8980_8.6
TIGR03417	PE_Scaf8980_8.6
TIGR00860	PE_Scaf110_15.2
TIGR02352	PE_Scaf8314_7.2
TIGR02352	PE_Scaf8314_7.2
TIGR02383	PE_Scaf11798_0.11
TIGR02383	PE_Scaf11798_0.11
TIGR02383	PE_Scaf11798_0.11
TIGR02383	PE_Scaf11798_0.11
TIGR02383	PE_Scaf11798_0.11
TIGR02383	PE_Scaf11798_0.11
TIGR02383	PE_Scaf11798_0.11
TIGR02383	PE_Scaf11798_0.11
TIGR02383	PE_Scaf11798_0.11
TIGR02383	PE_Scaf11798_0.11
TIGR02383	PE_Scaf11798_0.11
TIGR01064	PE_Scaf6139_1.1
TIGR01064	PE_Scaf6139_1.1
TIGR03903	PE_Scaf9537_8.4
TIGR03903	PE_Scaf9506_1.8
TIGR04242	PE_Scaf4382_0.4
TIGR03207	PE_Scaf5760_0.2
TIGR00229	PE_Scaf2985_1.2
TIGR00229	PE_Scaf2985_1.2
TIGR03903	PE_Scaf5509_0.6
TIGR02374	PE_Scaf4702_1.3
TIGR02374	PE_Scaf4702_1.3
TIGR03140	PE_Scaf4702_1.3
TIGR03570	PE_Scaf9332_11.4
TIGR03570	PE_Scaf9332_11.4
TIGR03570	PE_Scaf9332_11.4
TIGR03570	PE_Scaf9332_11.4
TIGR03570	PE_Scaf9332_11.4
TIGR03570	PE_Scaf9332_11.4
TIGR01853	PE_Scaf9332_11.4
TIGR01853	PE_Scaf9332_11.4
TIGR01722	PE_Scaf7946_1.3
TIGR00861	PE_Scaf12379_7.14
TIGR02969	PE_Scaf8889_0.2
TIGR01018	PE_Scaf8333_3.23
TIGR00590	PE_Scaf2852_7.15
TIGR03205	PE_Scaf7341_8.6
TIGR00958	PE_Scaf2051_1.9
TIGR00958	PE_Scaf10678_2.5
TIGR00555	PE_Scaf6625_10.4
TIGR01622	PE_Scaf2177_3.10
TIGR01340	PE_Scaf3985_1.3
TIGR01038	PE_Scaf11603_16.6
TIGR01967	PE_Scaf4170_0.2
TIGR01967	PE_Scaf4170_0.2
TIGR02152	PE_Scaf11020_0.3
TIGR01880	PE_Scaf8744_1.2
TIGR01880	PE_Scaf8744_1.2
TIGR01804	PE_Scaf994_2.7
TIGR02381	PE_Scaf3741_3.24
TIGR02381	PE_Scaf3741_3.24
TIGR02381	PE_Scaf3741_3.24
TIGR02381	PE_Scaf3741_3.24
TIGR02381	PE_Scaf3741_3.24
TIGR02381	PE_Scaf3741_3.24
TIGR02381	PE_Scaf3741_3.24
TIGR02381	PE_Scaf3741_3.24
TIGR02381	PE_Scaf3741_3.24
TIGR02063	PE_Scaf3741_3.24
TIGR02063	PE_Scaf3741_3.24
TIGR01250	PE_Scaf7756_1.7
TIGR01250	PE_Scaf7756_1.7
TIGR01738	PE_Scaf7756_1.7
TIGR01771	PE_Scaf9221_0.2
TIGR01169	PE_Scaf8815_5.9
TIGR04180	PE_Scaf10621_4.4
TIGR00957	PE_Scaf9736_3.6
TIGR00493	PE_Scaf41_1.16
TIGR00493	PE_Scaf41_1.16
TIGR00870	PE_Scaf41_1.16
TIGR00870	PE_Scaf41_1.16
TIGR00870	PE_Scaf11208_4.7
TIGR00870	PE_Scaf11208_4.7
TIGR00870	PE_Scaf11208_4.7
TIGR00870	PE_Scaf11208_4.7
TIGR00870	PE_Scaf11208_4.7
TIGR00870	PE_Scaf11208_4.7
TIGR00870	PE_Scaf4513_2.5
TIGR00870	PE_Scaf4513_2.5
TIGR00870	PE_Scaf4513_2.5
TIGR00870	PE_Scaf4513_2.5
TIGR00870	PE_Scaf4513_2.5
TIGR00675	PE_Scaf8378_1.9
TIGR00675	PE_Scaf8378_1.9
TIGR01507	PE_Scaf10761_0.3
TIGR01507	PE_Scaf10761_0.3
TIGR03971	PE_Scaf6915_0.0
TIGR02397	PE_Scaf5154_3.10
TIGR02397	PE_Scaf5154_3.10
TIGR03574	PE_Scaf9526_6.9
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR02605	PE_Scaf2432_5.4
TIGR03724	PE_Scaf7170_2.2
TIGR03724	PE_Scaf7170_2.2
TIGR01350	PE_Scaf6692_1.4
TIGR01424	PE_Scaf6692_1.4
TIGR01934	PE_Scaf1444_8.7
TIGR01934	PE_Scaf1444_8.7
TIGR02168	PE_Scaf7284_1.9
TIGR02168	PE_Scaf7284_1.9
TIGR01135	PE_Scaf1481_2.5
TIGR01135	PE_Scaf1481_2.5
TIGR01135	PE_Scaf1481_2.5
TIGR04018	PE_Scaf3937_28.7
TIGR04018	PE_Scaf3937_28.7
TIGR02276	PE_Scaf8099_3.8
TIGR00622	PE_Scaf11661_24.4
TIGR00622	PE_Scaf11661_24.4
TIGR00622	PE_Scaf11661_24.4
TIGR00622	PE_Scaf11661_24.4
TIGR00622	PE_Scaf11661_24.4
TIGR00622	PE_Scaf11661_24.4
TIGR01792	PE_Scaf10005_7.3
TIGR00192	PE_Scaf10005_7.3
TIGR00193	PE_Scaf10005_7.3
TIGR01929	PE_Scaf12537_1.9
TIGR00861	PE_Scaf2054_7.2
TIGR03547	PE_Scaf2096_18.10
TIGR03547	PE_Scaf2096_18.10
TIGR03547	PE_Scaf2096_18.10
TIGR04316	PE_Scaf722_4.5
TIGR01571	PE_Scaf5401_2.8
TIGR02191	PE_Scaf1622_1.8
TIGR02191	PE_Scaf1622_1.8
TIGR02191	PE_Scaf1622_1.8
TIGR00864	PE_Scaf12544_1.4
TIGR00864	PE_Scaf12544_1.4
TIGR00864	PE_Scaf12544_1.4
TIGR00864	PE_Scaf12544_1.4
TIGR00864	PE_Scaf12544_1.4
TIGR00864	PE_Scaf12544_1.4
TIGR00864	PE_Scaf12544_1.4
TIGR00864	PE_Scaf12544_1.4
TIGR02169	PE_Scaf6508_4.6
TIGR02169	PE_Scaf6508_4.6
TIGR02169	PE_Scaf6508_4.6
TIGR03903	PE_Scaf10417_1.4
TIGR00817	PE_Scaf12522_15.3
TIGR02403	PE_Scaf1115_0.5
TIGR02403	PE_Scaf1115_0.5
TIGR00318	PE_Scaf7478_8.9
TIGR00864	PE_Scaf7124_7.2
TIGR00864	PE_Scaf7124_7.2
TIGR00864	PE_Scaf7124_7.2
TIGR00870	PE_Scaf2494_1.0
TIGR00870	PE_Scaf2494_1.0
TIGR00870	PE_Scaf2494_1.0
TIGR00870	PE_Scaf2494_1.0
TIGR00870	PE_Scaf2494_1.0
TIGR02464	PE_Scaf4474_3.9
TIGR01628	PE_Scaf4264_2.4
TIGR01628	PE_Scaf4264_2.4
TIGR01642	PE_Scaf4264_2.4
TIGR01642	PE_Scaf4264_2.4
TIGR01642	PE_Scaf4264_2.4
TIGR00859	PE_Scaf8853_4.6
TIGR00729	PE_Scaf2919_13.6
TIGR00231	PE_Scaf9839_0.13
TIGR02349	PE_Scaf9839_0.13
TIGR02969	PE_Scaf396_0.6
TIGR03547	PE_Scaf1536_0.3
TIGR03547	PE_Scaf1536_0.3
TIGR02412	PE_Scaf11930_5.7
TIGR03685	PE_Scaf992_2.26
TIGR00344	PE_Scaf3927_0.7
TIGR00628	PE_Scaf9228_1.11
TIGR00892	PE_Scaf4715_7.6
TIGR02794	PE_Scaf3228_13.8
TIGR02794	PE_Scaf3228_13.8
TIGR00813	PE_Scaf12350_1.13
TIGR03648	PE_Scaf12350_1.13
TIGR00496	PE_Scaf5053_3.2
TIGR00064	PE_Scaf11099_1.7
TIGR00064	PE_Scaf11099_1.7
TIGR02174	PE_Scaf8214_0.4
TIGR00958	PE_Scaf7934_0.10
TIGR00958	PE_Scaf7934_0.10
TIGR00958	PE_Scaf7934_0.10
TIGR00860	PE_Scaf8635_6.2
TIGR00860	PE_Scaf8635_6.2
TIGR00040	PE_Scaf2214_6.13
TIGR03903	PE_Scaf10532_5.15
TIGR02813	PE_Scaf3702_2.1
TIGR02813	PE_Scaf3702_2.1
TIGR02349	PE_Scaf3583_3.5
TIGR02349	PE_Scaf3583_3.5
TIGR04121	PE_Scaf9470_9.5
TIGR00595	PE_Scaf9470_9.5
TIGR01661	PE_Scaf6520_7.3
TIGR01661	PE_Scaf6520_7.3
TIGR02168	PE_Scaf2477_0.14
TIGR02168	PE_Scaf2477_0.14
TIGR02168	PE_Scaf2477_0.14
TIGR00599	PE_Scaf6727_2.2
TIGR02280	PE_Scaf5052_0.7
TIGR02280	PE_Scaf5052_0.7
TIGR02280	PE_Scaf5052_0.7
TIGR01293	PE_Scaf10861_2.11
TIGR01289	PE_Scaf1829_4.13
TIGR00813	PE_Scaf8186_0.2
TIGR00813	PE_Scaf8186_0.2
TIGR03648	PE_Scaf8186_0.2
TIGR01057	PE_Scaf3512_6.5
TIGR01057	PE_Scaf3512_6.5
TIGR00892	PE_Scaf11976_1.9
TIGR00892	PE_Scaf11976_1.9
TIGR02383	PE_Scaf10567_0.27
TIGR02383	PE_Scaf10567_0.27
TIGR02383	PE_Scaf10567_0.27
TIGR02383	PE_Scaf10567_0.27
TIGR02383	PE_Scaf10567_0.27
TIGR02383	PE_Scaf10567_0.27
TIGR02383	PE_Scaf10567_0.27
TIGR02383	PE_Scaf10567_0.27
TIGR02349	PE_Scaf284_12.6
TIGR00599	PE_Scaf3937_1.5
TIGR00599	PE_Scaf3937_1.5
TIGR00599	PE_Scaf3937_1.5
TIGR02917	PE_Scaf379_2.11
TIGR02917	PE_Scaf379_2.11
TIGR02917	PE_Scaf379_2.11
TIGR02917	PE_Scaf379_2.11
TIGR02917	PE_Scaf379_2.11
TIGR02917	PE_Scaf379_2.11
TIGR02917	PE_Scaf379_2.11
TIGR02795	PE_Scaf379_2.11
TIGR00540	PE_Scaf379_2.11
TIGR01967	PE_Scaf8980_8.17
TIGR00892	PE_Scaf10580_6.7
TIGR00861	PE_Scaf2054_8.2
TIGR02969	PE_Scaf4254_0.7
TIGR00898	PE_Scaf12039_3.1
TIGR00870	PE_Scaf5068_0.5
TIGR00870	PE_Scaf5068_0.5
TIGR00870	PE_Scaf5068_0.5
TIGR00870	PE_Scaf5068_0.5
TIGR01571	PE_Scaf5401_2.7
TIGR03207	PE_Scaf11563_1.13
TIGR03207	PE_Scaf11563_1.13
TIGR03207	PE_Scaf11563_1.13
TIGR01810	PE_Scaf8677_0.1
TIGR03674	PE_Scaf8009_1.6
TIGR01289	PE_Scaf10320_3.5
TIGR01289	PE_Scaf10320_3.5
TIGR00880	PE_Scaf12024_2.1
TIGR00880	PE_Scaf12024_2.1
TIGR00880	PE_Scaf12024_2.1
TIGR00868	PE_Scaf8767_7.10
TIGR01957	PE_Scaf1583_0.5
TIGR01957	PE_Scaf1583_0.5
TIGR03953	PE_Scaf6813_15.5
TIGR02342	PE_Scaf3460_13.4
TIGR03903	PE_Scaf9015_0.3
TIGR00880	PE_Scaf1282_0.7
TIGR00880	PE_Scaf1282_0.7
TIGR00711	PE_Scaf1282_0.7
TIGR00859	PE_Scaf10883_0.7
TIGR00599	PE_Scaf7084_1.2
TIGR00599	PE_Scaf7084_1.2
TIGR00225	PE_Scaf1308_3.1
TIGR00225	PE_Scaf1308_3.1
TIGR00225	PE_Scaf1308_3.1
TIGR00225	PE_Scaf1308_3.1
TIGR00225	PE_Scaf1308_3.1
TIGR00225	PE_Scaf1308_3.1
TIGR00225	PE_Scaf1308_3.1
TIGR00054	PE_Scaf1308_3.1
TIGR00054	PE_Scaf1308_3.1
TIGR03903	PE_Scaf4264_2.3
TIGR00859	PE_Scaf8853_4.7
TIGR01013	PE_Scaf471_0.2
TIGR00870	PE_Scaf2232_13.5
TIGR00870	PE_Scaf2232_13.5
TIGR00870	PE_Scaf2232_13.5
TIGR00870	PE_Scaf2232_13.5
TIGR00870	PE_Scaf2232_13.5
TIGR01628	PE_Scaf2022_3.10
TIGR01645	PE_Scaf2022_3.10
TIGR01648	PE_Scaf2022_3.10
TIGR00870	PE_Scaf11930_5.5
TIGR00870	PE_Scaf11930_5.5
TIGR00870	PE_Scaf11930_5.5
TIGR01377	PE_Scaf11509_0.4
TIGR00291	PE_Scaf992_2.9
TIGR03903	PE_Scaf11197_0.1
TIGR02063	PE_Scaf8587_16.18
TIGR02063	PE_Scaf8587_16.18
TIGR00376	PE_Scaf8587_16.18
TIGR00376	PE_Scaf8587_16.18
TIGR01096	PE_Scaf12022_10.3
TIGR00545	PE_Scaf4283_2.13
TIGR02813	PE_Scaf1134_0.6
TIGR02813	PE_Scaf1134_0.6
TIGR02813	PE_Scaf1134_0.6
TIGR02813	PE_Scaf1134_0.6
TIGR03150	PE_Scaf1134_0.6
TIGR03175	PE_Scaf3228_13.9
TIGR02540	PE_Scaf3803_0.20
TIGR00970	PE_Scaf1256_4.1
TIGR00970	PE_Scaf1256_4.1
TIGR04381	PE_Scaf1256_4.1
TIGR04381	PE_Scaf1256_4.1
TIGR04381	PE_Scaf1256_4.1
TIGR04381	PE_Scaf1256_4.1
TIGR04381	PE_Scaf1256_4.1
TIGR00880	PE_Scaf12645_5.9
TIGR02045	PE_Scaf3097_3.13
TIGR02045	PE_Scaf3097_3.13
TIGR00417	PE_Scaf3475_14.4
TIGR00417	PE_Scaf3475_14.4
TIGR00044	PE_Scaf6083_0.4
TIGR00911	PE_Scaf6727_3.5
TIGR01793	PE_Scaf622_4.4
TIGR02280	PE_Scaf5052_0.6
TIGR02280	PE_Scaf5052_0.6
TIGR02280	PE_Scaf5052_0.6
TIGR03903	PE_Scaf4640_5.1
TIGR02168	PE_Scaf9393_4.15
TIGR03417	PE_Scaf6782_9.10
TIGR03417	PE_Scaf6782_9.10
TIGR00860	PE_Scaf4325_2.5
TIGR00861	PE_Scaf12029_1.2
TIGR00861	PE_Scaf12029_1.2
TIGR00231	PE_Scaf4802_1.4
TIGR03673	PE_Scaf10771_1.7
TIGR01126	PE_Scaf1489_4.6
TIGR01126	PE_Scaf1489_4.6
TIGR02349	PE_Scaf284_12.7
TIGR03903	PE_Scaf8416_4.3
TIGR00892	PE_Scaf10580_6.12
TIGR00892	PE_Scaf10580_6.12
TIGR02352	PE_Scaf8314_9.2
TIGR02352	PE_Scaf8314_9.2
TIGR00911	PE_Scaf2054_8.3
TIGR01642	PE_Scaf9069_0.5
TIGR01628	PE_Scaf9069_0.5
TIGR01648	PE_Scaf9069_0.5
TIGR02349	PE_Scaf3063_6.4
TIGR01011	PE_Scaf7328_0.5
TIGR01011	PE_Scaf7328_0.5
TIGR00805	PE_Scaf11516_2.3
TIGR03971	PE_Scaf4816_4.9
TIGR00723	PE_Scaf11106_3.6
TIGR00722	PE_Scaf11106_3.6
TIGR00868	PE_Scaf8767_7.13
TIGR00892	PE_Scaf1622_3.7
TIGR01242	PE_Scaf3635_0.2
TIGR00898	PE_Scaf10499_3.6
TIGR04381	PE_Scaf10077_0.0
TIGR04381	PE_Scaf10077_0.0
TIGR04381	PE_Scaf10077_0.0
TIGR04381	PE_Scaf10077_0.0
TIGR04381	PE_Scaf10077_0.0
TIGR04381	PE_Scaf10077_0.0
TIGR04381	PE_Scaf10077_0.0
TIGR00859	PE_Scaf11045_1.3
TIGR00870	PE_Scaf3096_1.7
TIGR00870	PE_Scaf3096_1.7
TIGR00870	PE_Scaf3096_1.7
TIGR00870	PE_Scaf3096_1.7
TIGR00870	PE_Scaf3096_1.7
TIGR00870	PE_Scaf3096_1.7
TIGR00870	PE_Scaf3096_1.7
TIGR00870	PE_Scaf3096_1.7
TIGR00870	PE_Scaf5590_8.15
TIGR00870	PE_Scaf5590_8.15
TIGR00870	PE_Scaf5590_8.15
TIGR00870	PE_Scaf5590_8.15
TIGR00870	PE_Scaf5590_8.15
TIGR00859	PE_Scaf10883_0.8
TIGR04362	PE_Scaf7124_9.3
TIGR01965	PE_Scaf7498_1.15
TIGR01965	PE_Scaf7498_1.15
TIGR01965	PE_Scaf7498_1.15
TIGR01965	PE_Scaf7498_1.15
TIGR01965	PE_Scaf7498_1.15
TIGR01965	PE_Scaf7498_1.15
TIGR01965	PE_Scaf7498_1.15
TIGR03903	PE_Scaf5334_4.3
TIGR03724	PE_Scaf5334_4.3
TIGR00860	PE_Scaf952_2.7
TIGR03150	PE_Scaf7626_1.4
TIGR03069	PE_Scaf1967_0.8
TIGR00930	PE_Scaf2022_3.7
TIGR00930	PE_Scaf2022_3.7
TIGR00930	PE_Scaf2022_3.7
TIGR00930	PE_Scaf2022_3.7
TIGR00930	PE_Scaf2022_3.7
TIGR01243	PE_Scaf4905_6.1
TIGR01028	PE_Scaf12688_0.2
TIGR03173	PE_Scaf10706_4.7
TIGR00860	PE_Scaf11197_1.5
TIGR01117	PE_Scaf4426_1.5
TIGR01810	PE_Scaf10127_1.15
TIGR01810	PE_Scaf10127_1.15
TIGR01070	PE_Scaf7794_1.3
TIGR02082	PE_Scaf12331_0.15
TIGR00917	PE_Scaf1134_0.11
TIGR00917	PE_Scaf1134_0.11
TIGR00870	PE_Scaf2339_12.4
TIGR00870	PE_Scaf2339_12.4
TIGR00870	PE_Scaf2339_12.4
TIGR00870	PE_Scaf2339_12.4
TIGR00870	PE_Scaf2339_12.4
TIGR00463	PE_Scaf4523_0.2
TIGR02521	PE_Scaf9988_0.2
TIGR02521	PE_Scaf9988_0.2
TIGR02521	PE_Scaf9988_0.2
TIGR02521	PE_Scaf9988_0.2
TIGR02917	PE_Scaf9988_0.2
TIGR02552	PE_Scaf9988_0.2
TIGR00970	PE_Scaf1256_4.2
TIGR00970	PE_Scaf1256_4.2
TIGR00970	PE_Scaf1256_4.2
TIGR00970	PE_Scaf1256_4.2
TIGR04381	PE_Scaf1256_4.2
TIGR04381	PE_Scaf1256_4.2
TIGR04381	PE_Scaf1256_4.2
TIGR03903	PE_Scaf1846_13.3
TIGR02651	PE_Scaf5360_1.6
TIGR00881	PE_Scaf12645_5.10
TIGR00881	PE_Scaf12645_5.10
TIGR00880	PE_Scaf12645_5.10
TIGR00958	PE_Scaf12173_0.2
TIGR01934	PE_Scaf336_2.5
TIGR02072	PE_Scaf336_2.5
TIGR00870	PE_Scaf7080_2.3
TIGR00870	PE_Scaf7080_2.3
TIGR01164	PE_Scaf9470_10.5
TIGR03591	PE_Scaf485_5.13
TIGR03591	PE_Scaf485_5.13
TIGR03591	PE_Scaf485_5.13
TIGR02390	PE_Scaf6520_9.2
TIGR02390	PE_Scaf6520_9.2
TIGR02389	PE_Scaf6520_9.2
TIGR02389	PE_Scaf6520_9.2
TIGR00442	PE_Scaf11044_1.8
TIGR00442	PE_Scaf11044_1.8
TIGR03903	PE_Scaf11044_1.8
TIGR03903	PE_Scaf11044_1.8
TIGR03903	PE_Scaf11044_1.8
TIGR02800	PE_Scaf5853_0.3
TIGR02800	PE_Scaf5853_0.3
TIGR03903	PE_Scaf12448_8.4
TIGR01299	PE_Scaf11360_1.8
TIGR01299	PE_Scaf11360_1.8
TIGR00555	PE_Scaf6083_0.5
TIGR02191	PE_Scaf622_4.5
TIGR02191	PE_Scaf622_4.5
TIGR02191	PE_Scaf622_4.5
TIGR02280	PE_Scaf5052_0.8
TIGR02280	PE_Scaf5052_0.8
TIGR02280	PE_Scaf5052_0.8
TIGR00641	PE_Scaf10861_2.5
TIGR00642	PE_Scaf10861_2.5
TIGR01289	PE_Scaf6694_4.6
TIGR01289	PE_Scaf6694_4.6
TIGR04316	PE_Scaf6694_4.6
TIGR03591	PE_Scaf4145_1.5
TIGR03591	PE_Scaf4145_1.5
TIGR03591	PE_Scaf4145_1.5
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR03057	PE_Scaf9393_4.3
TIGR02168	PE_Scaf9393_4.3
TIGR02168	PE_Scaf9393_4.3
TIGR00492	PE_Scaf8446_0.7
