# Species	Genes	Alg.-Conn.	clean_P08H-3.faa	clean_Pec.faa	clean_R07B-5.faa
1	1	0	*	*	maker-ctg20_pilon-est_gff_est2genome-gene-8.60-mRNA-1
1	1	0	*	*	maker-ctg20_pilon-protein2genome-gene-8.51-mRNA-1
1	1	0	*	*	maker-ctg20_pilon-protein2genome-gene-8.50-mRNA-1
1	1	0	*	*	maker-ctg20_pilon-protein2genome-gene-8.56-mRNA-1
1	1	0	*	*	maker-ctg20_pilon-protein2genome-gene-8.58-mRNA-1
1	1	0	*	*	maker-ctg3335_pilon-protein2genome-gene-0.3-mRNA-1
1	1	0	*	*	maker-ctg7234_pilon-augustus-gene-0.2-mRNA-1
1	1	0	*	*	maker-ctg2121_pilon-protein2genome-gene-0.12-mRNA-1
1	1	0	*	*	maker-ctg2121_pilon-protein2genome-gene-0.14-mRNA-1
1	1	0	*	*	augustus_masked-ctg2121_pilon-processed-gene-0.4-mRNA-1
1	1	0	*	*	augustus-ctg2121_pilon-processed-gene-0.5-mRNA-1
1	1	0	*	*	maker-ctg2121_pilon-protein2genome-gene-0.15-mRNA-1
1	1	0	*	*	augustus-ctg9029_pilon-processed-gene-0.0-mRNA-1
1	1	0	*	*	augustus_masked-ctg921_pilon-processed-gene-0.27-mRNA-1
1	1	0	*	*	maker-ctg921_pilon-protein2genome-gene-1.87-mRNA-1
1	1	0	*	*	maker-ctg921_pilon-est_gff_est2genome-gene-1.82-mRNA-1
1	1	0	*	*	maker-ctg921_pilon-protein2genome-gene-1.91-mRNA-1
1	1	0	*	*	maker-ctg1223_pilon-protein2genome-gene-0.0-mRNA-1
1	1	0	*	*	augustus-ctg1223_pilon-processed-gene-0.33-mRNA-1
1	1	0	*	*	augustus-ctg2736_pilon-processed-gene-0.5-mRNA-1
1	1	0	*	*	maker-ctg2736_pilon-est_gff_est2genome-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg2736_pilon-protein2genome-gene-0.1-mRNA-1
1	1	0	*	*	maker-ctg620_pilon-augustus-gene-0.31-mRNA-1
1	1	0	*	*	augustus-ctg620_pilon-processed-gene-0.2-mRNA-1
1	1	0	*	*	augustus-ctg620_pilon-processed-gene-0.7-mRNA-1
1	1	0	*	*	augustus-ctg620_pilon-processed-gene-0.8-mRNA-1
1	1	0	*	*	augustus-ctg620_pilon-processed-gene-1.1-mRNA-1
1	1	0	*	*	maker-ctg620_pilon-protein2genome-gene-1.36-mRNA-1
1	1	0	*	*	maker-ctg620_pilon-augustus-gene-1.25-mRNA-1
1	1	0	*	*	maker-ctg620_pilon-protein2genome-gene-1.39-mRNA-1
1	1	0	*	*	maker-ctg620_pilon-protein2genome-gene-1.49-mRNA-1
1	1	0	*	*	maker-ctg620_pilon-augustus-gene-1.34-mRNA-1
1	1	0	*	*	maker-ctg620_pilon-protein2genome-gene-1.48-mRNA-1
1	1	0	*	*	maker-ctg4830_pilon-protein2genome-gene-0.4-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-protein2genome-gene-0.6-mRNA-1
1	1	0	*	*	augustus-ctg321_pilon-processed-gene-1.22-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-est_gff_est2genome-gene-1.3-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-protein2genome-gene-1.13-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-est_gff_blastn-gene-2.3-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-protein2genome-gene-2.0-mRNA-1
1	1	0	*	*	augustus-ctg321_pilon-processed-gene-3.11-mRNA-1
1	1	0	*	*	augustus-ctg321_pilon-processed-gene-3.22-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-protein2genome-gene-3.2-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-protein2genome-gene-3.1-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-augustus-gene-4.3-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-augustus-gene-4.4-mRNA-1
1	1	0	*	*	augustus-ctg321_pilon-processed-gene-4.16-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-protein2genome-gene-4.2-mRNA-1
1	1	0	*	*	maker-ctg321_pilon-protein2genome-gene-5.15-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-0.38-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-0.28-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-0.29-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-0.31-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-0.36-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-1.11-mRNA-1
1	1	0	*	*	augustus_masked-ctg2_pilon-processed-gene-1.30-mRNA-1
1	1	0	*	*	augustus_masked-ctg2_pilon-processed-gene-1.31-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-1.53-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-1.1-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-1.13-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-1.0-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-est_gff_est2genome-gene-3.1-mRNA-1
1	1	0	*	*	augustus-ctg2_pilon-processed-gene-3.51-mRNA-1
1	1	0	*	*	augustus-ctg2_pilon-processed-gene-5.17-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-5.47-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-5.46-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-7.30-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-7.34-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-7.4-mRNA-1
1	1	0	*	*	augustus-ctg2_pilon-processed-gene-7.11-mRNA-1
1	1	0	*	*	augustus-ctg2_pilon-processed-gene-8.33-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-est_gff_blastn-gene-9.0-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-9.56-mRNA-1
1	1	0	*	*	augustus-ctg2_pilon-processed-gene-9.10-mRNA-1
1	1	0	*	*	augustus_masked-ctg2_pilon-processed-gene-10.13-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-10.42-mRNA-1
1	1	0	*	*	augustus-ctg2_pilon-processed-gene-10.17-mRNA-1
1	1	0	*	*	augustus_masked-ctg2_pilon-processed-gene-10.30-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-12.0-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-12.5-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-12.8-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-12.6-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-12.7-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-12.10-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-12.2-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-12.4-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-12.9-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-12.3-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-13.53-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-est_gff_est2genome-gene-13.209-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-13.55-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-est_gff_est2genome-gene-13.212-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-13.202-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-14.8-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-est_gff_est2genome-gene-15.61-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-15.10-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-15.0-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-est_gff_est2genome-gene-16.25-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-16.8-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-16.7-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-17.2-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-17.11-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-17.3-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-18.52-mRNA-1
1	1	0	*	*	augustus-ctg2_pilon-processed-gene-19.16-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-19.24-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-est_gff_est2genome-gene-20.5-mRNA-1
1	1	0	*	*	augustus-ctg2_pilon-processed-gene-20.60-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-est2genome-gene-20.6-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-21.0-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-21.22-mRNA-1
1	1	0	*	*	augustus-ctg2_pilon-processed-gene-21.17-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-21.2-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-22.6-mRNA-1
1	1	0	*	*	augustus-ctg2_pilon-processed-gene-22.38-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-22.7-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-22.2-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-24.60-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-augustus-gene-24.1-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-est_gff_est2genome-gene-24.88-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-est2genome-gene-24.89-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-24.62-mRNA-1
1	1	0	*	*	maker-ctg2_pilon-protein2genome-gene-24.71-mRNA-1
1	1	0	*	*	augustus-ctg5758_pilon-processed-gene-0.1-mRNA-1
1	1	0	*	*	maker-ctg1403_pilon-est_gff_est2genome-gene-0.2-mRNA-1
1	1	0	*	*	augustus-ctg1403_pilon-processed-gene-0.19-mRNA-1
1	1	0	*	*	augustus-ctg500_pilon-processed-gene-0.29-mRNA-1
1	1	0	*	*	augustus-ctg500_pilon-processed-gene-0.40-mRNA-1
1	1	0	*	*	maker-ctg500_pilon-protein2genome-gene-0.4-mRNA-1
1	1	0	*	*	augustus-ctg500_pilon-processed-gene-1.4-mRNA-1
1	1	0	*	*	augustus-ctg500_pilon-processed-gene-1.13-mRNA-1
1	1	0	*	*	maker-ctg500_pilon-protein2genome-gene-1.18-mRNA-1
1	1	0	*	*	maker-ctg500_pilon-protein2genome-gene-1.17-mRNA-1
1	1	0	*	*	augustus-ctg500_pilon-processed-gene-2.1-mRNA-1
1	1	0	*	*	augustus-ctg500_pilon-processed-gene-2.13-mRNA-1
1	1	0	*	*	maker-ctg500_pilon-protein2genome-gene-2.80-mRNA-1
1	1	0	*	*	maker-ctg500_pilon-augustus-gene-2.65-mRNA-1
1	1	0	*	*	maker-ctg500_pilon-protein2genome-gene-2.68-mRNA-1
1	1	0	*	*	maker-ctg5004_pilon-protein2genome-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg2610_pilon-est_gff_blastn-gene-0.0-mRNA-1
1	1	0	*	*	augustus-ctg8916_pilon-processed-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg8916_pilon-est_gff_est2genome-gene-0.1-mRNA-1
1	1	0	*	*	maker-ctg201_pilon-protein2genome-gene-0.16-mRNA-1
1	1	0	*	*	maker-ctg201_pilon-protein2genome-gene-1.0-mRNA-1
1	1	0	*	*	maker-ctg201_pilon-protein2genome-gene-1.1-mRNA-1
1	1	0	*	*	augustus_masked-ctg201_pilon-processed-gene-1.10-mRNA-1
1	1	0	*	*	augustus_masked-ctg201_pilon-processed-gene-2.32-mRNA-1
1	1	0	*	*	augustus-ctg201_pilon-processed-gene-3.6-mRNA-1
1	1	0	*	*	maker-ctg201_pilon-est_gff_est2genome-gene-3.0-mRNA-1
1	1	0	*	*	maker-ctg201_pilon-protein2genome-gene-3.14-mRNA-1
1	1	0	*	*	maker-ctg201_pilon-protein2genome-gene-3.20-mRNA-1
1	1	0	*	*	maker-ctg201_pilon-protein2genome-gene-3.19-mRNA-1
1	1	0	*	*	maker-ctg201_pilon-protein2genome-gene-4.25-mRNA-1
1	1	0	*	*	maker-ctg201_pilon-protein2genome-gene-4.24-mRNA-1
1	1	0	*	*	maker-ctg801_pilon-augustus-gene-0.7-mRNA-1
1	1	0	*	*	maker-ctg801_pilon-protein2genome-gene-1.37-mRNA-1
1	1	0	*	*	augustus-ctg801_pilon-processed-gene-1.21-mRNA-1
1	1	0	*	*	maker-ctg801_pilon-protein2genome-gene-1.38-mRNA-1
1	1	0	*	*	maker-ctg801_pilon-protein2genome-gene-2.48-mRNA-1
1	1	0	*	*	augustus-ctg801_pilon-processed-gene-2.7-mRNA-1
1	1	0	*	*	maker-ctg801_pilon-augustus-gene-2.77-mRNA-1
1	1	0	*	*	maker-ctg801_pilon-protein2genome-gene-2.62-mRNA-1
1	1	0	*	*	maker-ctg801_pilon-protein2genome-gene-2.65-mRNA-1
1	1	0	*	*	maker-ctg5315_pilon-protein2genome-gene-0.2-mRNA-1
1	1	0	*	*	augustus-ctg1102_pilon-processed-gene-0.3-mRNA-1
1	1	0	*	*	augustus-ctg1102_pilon-processed-gene-0.10-mRNA-1
1	1	0	*	*	maker-ctg1102_pilon-protein2genome-gene-0.45-mRNA-1
1	1	0	*	*	maker-ctg1693_pilon-protein2genome-gene-0.9-mRNA-1
1	1	0	*	*	augustus-ctg1693_pilon-processed-gene-0.31-mRNA-1
1	1	0	*	*	augustus-ctg1693_pilon-processed-gene-0.32-mRNA-1
1	1	0	*	*	augustus-ctg1693_pilon-processed-gene-0.33-mRNA-1
1	1	0	*	*	maker-ctg1693_pilon-est_gff_est2genome-gene-0.22-mRNA-1
1	1	0	*	*	maker-ctg1693_pilon-est_gff_est2genome-gene-0.23-mRNA-1
1	1	0	*	*	maker-ctg1693_pilon-protein2genome-gene-0.14-mRNA-1
1	1	0	*	*	maker-ctg4711_pilon-est2genome-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg6812_pilon-protein2genome-gene-0.2-mRNA-1
1	1	0	*	*	augustus-ctg202_pilon-processed-gene-0.4-mRNA-1
1	1	0	*	*	augustus-ctg202_pilon-processed-gene-0.5-mRNA-1
1	1	0	*	*	maker-ctg202_pilon-protein2genome-gene-2.25-mRNA-1
1	1	0	*	*	maker-ctg202_pilon-protein2genome-gene-2.22-mRNA-1
1	1	0	*	*	augustus-ctg202_pilon-processed-gene-3.33-mRNA-1
1	1	0	*	*	maker-ctg202_pilon-protein2genome-gene-3.3-mRNA-1
1	1	0	*	*	maker-ctg202_pilon-protein2genome-gene-3.2-mRNA-1
1	1	0	*	*	maker-ctg202_pilon-protein2genome-gene-3.21-mRNA-1
1	1	0	*	*	maker-ctg202_pilon-protein2genome-gene-3.8-mRNA-1
1	1	0	*	*	maker-ctg202_pilon-protein2genome-gene-3.22-mRNA-1
1	1	0	*	*	maker-ctg803_pilon-protein2genome-gene-0.16-mRNA-1
1	1	0	*	*	maker-ctg803_pilon-protein2genome-gene-0.17-mRNA-1
1	1	0	*	*	augustus-ctg6218_pilon-processed-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg3820_pilon-protein2genome-gene-0.1-mRNA-1
1	1	0	*	*	maker-ctg3820_pilon-protein2genome-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg2305_pilon-protein2genome-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg5316_pilon-protein2genome-gene-0.1-mRNA-1
1	1	0	*	*	maker-ctg1701_pilon-protein2genome-gene-0.0-mRNA-1
1	1	0	*	*	augustus-ctg1701_pilon-processed-gene-0.6-mRNA-1
1	1	0	*	*	maker-ctg1101_pilon-protein2genome-gene-0.43-mRNA-1
1	1	0	*	*	maker-ctg1101_pilon-augustus-gene-0.6-mRNA-1
1	1	0	*	*	maker-ctg1101_pilon-protein2genome-gene-0.62-mRNA-1
1	1	0	*	*	maker-ctg1404_pilon-protein2genome-gene-0.33-mRNA-1
1	1	0	*	*	maker-ctg1404_pilon-protein2genome-gene-0.34-mRNA-1
1	1	0	*	*	maker-ctg1404_pilon-est_gff_est2genome-gene-0.44-mRNA-1
1	1	0	*	*	maker-ctg1404_pilon-est_gff_est2genome-gene-0.43-mRNA-1
1	1	0	*	*	maker-ctg1404_pilon-protein2genome-gene-0.36-mRNA-1
1	1	0	*	*	maker-ctg1404_pilon-protein2genome-gene-0.35-mRNA-1
1	1	0	*	*	maker-ctg1404_pilon-protein2genome-gene-0.32-mRNA-1
1	1	0	*	*	maker-ctg502_pilon-protein2genome-gene-0.35-mRNA-1
1	1	0	*	*	augustus-ctg502_pilon-processed-gene-1.7-mRNA-1
1	1	0	*	*	augustus_masked-ctg502_pilon-processed-gene-1.4-mRNA-1
1	1	0	*	*	maker-ctg502_pilon-protein2genome-gene-1.21-mRNA-1
1	1	0	*	*	maker-ctg502_pilon-protein2genome-gene-2.36-mRNA-1
1	1	0	*	*	maker-ctg502_pilon-est_gff_est2genome-gene-2.64-mRNA-1
1	1	0	*	*	maker-ctg502_pilon-protein2genome-gene-2.42-mRNA-1
1	1	0	*	*	maker-ctg502_pilon-protein2genome-gene-2.46-mRNA-1
1	1	0	*	*	maker-ctg502_pilon-protein2genome-gene-2.45-mRNA-1
1	1	0	*	*	maker-ctg4652_pilon-protein2genome-gene-0.2-mRNA-1
1	1	0	*	*	maker-ctg1103_pilon-protein2genome-gene-0.49-mRNA-1
1	1	0	*	*	maker-ctg4709_pilon-protein2genome-gene-0.6-mRNA-1
1	1	0	*	*	augustus_masked-ctg4709_pilon-processed-gene-0.2-mRNA-1
1	1	0	*	*	maker-ctg4709_pilon-protein2genome-gene-0.8-mRNA-1
1	1	0	*	*	maker-ctg2577_pilon-protein2genome-gene-0.1-mRNA-1
1	1	0	*	*	maker-ctg2577_pilon-protein2genome-gene-0.2-mRNA-1
1	1	0	*	*	maker-ctg2577_pilon-protein2genome-gene-0.3-mRNA-1
1	1	0	*	*	maker-ctg5613_pilon-est_gff_est2genome-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-0.21-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-0.20-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-1.15-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-1.17-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-augustus-gene-1.28-mRNA-1
1	1	0	*	*	augustus-ctg203_pilon-processed-gene-1.5-mRNA-1
1	1	0	*	*	augustus-ctg203_pilon-processed-gene-1.12-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-2.0-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-2.1-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-2.5-mRNA-1
1	1	0	*	*	augustus-ctg203_pilon-processed-gene-2.49-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-2.3-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-2.18-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-2.19-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-3.0-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-3.11-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-est_gff_est2genome-gene-4.43-mRNA-1
1	1	0	*	*	maker-ctg203_pilon-protein2genome-gene-4.8-mRNA-1
1	1	0	*	*	maker-ctg1402_pilon-est_gff_est2genome-gene-1.18-mRNA-1
1	1	0	*	*	maker-ctg1402_pilon-protein2genome-gene-1.0-mRNA-1
1	1	0	*	*	maker-ctg7398_pilon-augustus-gene-0.0-mRNA-1
1	1	0	*	*	augustus-ctg804_pilon-processed-gene-0.16-mRNA-1
1	1	0	*	*	maker-ctg804_pilon-augustus-gene-0.12-mRNA-1
1	1	0	*	*	augustus-ctg804_pilon-processed-gene-0.21-mRNA-1
1	1	0	*	*	maker-ctg804_pilon-protein2genome-gene-0.7-mRNA-1
1	1	0	*	*	maker-ctg804_pilon-augustus-gene-1.17-mRNA-1
1	1	0	*	*	augustus-ctg804_pilon-processed-gene-1.35-mRNA-1
1	1	0	*	*	maker-ctg804_pilon-protein2genome-gene-1.12-mRNA-1
1	1	0	*	*	augustus-ctg3504_pilon-processed-gene-0.1-mRNA-1
1	1	0	*	*	augustus-ctg2311_pilon-processed-gene-0.12-mRNA-1
1	1	0	*	*	maker-ctg2311_pilon-protein2genome-gene-0.2-mRNA-1
1	1	0	*	*	maker-ctg2311_pilon-protein2genome-gene-0.1-mRNA-1
1	1	0	*	*	maker-ctg503_pilon-augustus-gene-0.3-mRNA-1
1	1	0	*	*	maker-ctg503_pilon-protein2genome-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg503_pilon-protein2genome-gene-1.18-mRNA-1
1	1	0	*	*	maker-ctg503_pilon-protein2genome-gene-1.19-mRNA-1
1	1	0	*	*	augustus-ctg2004_pilon-processed-gene-0.20-mRNA-1
1	1	0	*	*	maker-ctg2004_pilon-protein2genome-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg1703_pilon-protein2genome-gene-0.12-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-protein2genome-gene-1.21-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-protein2genome-gene-1.24-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-est_gff_blastn-gene-2.5-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-protein2genome-gene-2.4-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-protein2genome-gene-3.3-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-augustus-gene-3.44-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-protein2genome-gene-3.13-mRNA-1
1	1	0	*	*	augustus-ctg1104_pilon-processed-gene-4.3-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-est_gff_est2genome-gene-4.58-mRNA-1
1	1	0	*	*	augustus_masked-ctg1104_pilon-processed-gene-4.16-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-protein2genome-gene-4.34-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-protein2genome-gene-4.45-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-protein2genome-gene-4.44-mRNA-1
1	1	0	*	*	maker-ctg1104_pilon-protein2genome-gene-4.46-mRNA-1
1	1	0	*	*	augustus-ctg1407_pilon-processed-gene-0.30-mRNA-1
1	1	0	*	*	augustus-ctg1407_pilon-processed-gene-0.32-mRNA-1
1	1	0	*	*	maker-ctg1407_pilon-protein2genome-gene-0.49-mRNA-1
1	1	0	*	*	maker-ctg1407_pilon-protein2genome-gene-0.43-mRNA-1
1	1	0	*	*	augustus-ctg2307_pilon-processed-gene-0.1-mRNA-1
1	1	0	*	*	maker-ctg1704_pilon-protein2genome-gene-0.7-mRNA-1
1	1	0	*	*	maker-ctg1704_pilon-protein2genome-gene-0.3-mRNA-1
1	1	0	*	*	maker-ctg2005_pilon-augustus-gene-0.0-mRNA-1
1	1	0	*	*	augustus-ctg2005_pilon-processed-gene-0.22-mRNA-1
1	1	0	*	*	augustus-ctg2005_pilon-processed-gene-0.24-mRNA-1
1	1	0	*	*	maker-ctg2005_pilon-protein2genome-gene-0.6-mRNA-1
1	1	0	*	*	maker-ctg2005_pilon-protein2genome-gene-0.19-mRNA-1
1	1	0	*	*	augustus-ctg2921_pilon-processed-gene-0.0-mRNA-1
1	1	0	*	*	augustus-ctg504_pilon-processed-gene-0.2-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-protein2genome-gene-0.16-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-protein2genome-gene-1.14-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-protein2genome-gene-1.19-mRNA-1
1	1	0	*	*	augustus-ctg504_pilon-processed-gene-1.10-mRNA-1
1	1	0	*	*	augustus-ctg504_pilon-processed-gene-2.12-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-protein2genome-gene-2.2-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-augustus-gene-2.24-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-augustus-gene-3.62-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-augustus-gene-3.73-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-protein2genome-gene-3.40-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-protein2genome-gene-3.43-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-protein2genome-gene-3.22-mRNA-1
1	1	0	*	*	maker-ctg504_pilon-protein2genome-gene-3.29-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-1.12-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-est_gff_est2genome-gene-1.18-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-1.15-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-2.0-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-2.5-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-2.3-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-2.8-mRNA-1
1	1	0	*	*	augustus-ctg205_pilon-processed-gene-3.44-mRNA-1
1	1	0	*	*	augustus-ctg205_pilon-processed-gene-3.62-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-3.17-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-3.19-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-3.39-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-3.25-mRNA-1
1	1	0	*	*	maker-ctg205_pilon-protein2genome-gene-3.40-mRNA-1
1	1	0	*	*	maker-ctg2620_pilon-protein2genome-gene-0.0-mRNA-1
1	1	0	*	*	maker-ctg2620_pilon-protein2genome-gene-0.6-mRNA-1
1	1	0	*	*	maker-ctg2620_pilon-protein2genome-gene-0.5-mRNA-1
1	1	0	*	*	maker-ctg806_pilon-augustus-gene-0.1-mRNA-1
1	1	0	*	*	maker-ctg806_pilon-augustus-gene-1.0-mRNA-1
1	1	0	*	*	maker-ctg806_pilon-protein2genome-gene-1.28-mRNA-1
1	1	0	*	*	maker-ctg806_pilon-protein2genome-gene-1.36-mRNA-1
1	1	0	*	*	augustus-ctg806_pilon-processed-gene-1.9-mRNA-1
1	1	0	*	*	augustus-ctg806_pilon-processed-gene-1.22-mRNA-1
1	1	0	*	*	maker-ctg806_pilon-protein2genome-gene-1.42-mRNA-1
1	1	0	*	*	maker-ctg806_pilon-protein2genome-gene-1.46-mRNA-1
1	1	0	*	*	maker-ctg8021_pilon-protein2genome-gene-0.2-mRNA-1
1	1	0	*	*	maker-ctg8021_pilon-protein2genome-gene-0.3-mRNA-1
1	1	0	*	*	maker-ctg1408_pilon-est_gff_est2genome-gene-0.19-mRNA-1
