mRNA	TSS_idx	CpGs_count	CpGoe	callCpGs_count	meth_meancallcov	meth_freq	meth_depth	meth_cov	LTR_boundary
ctg2177_pilon:27335..31794	-24	2	0.0674075	2	43.5	0.1023808	0.102381	1	start
ctg2177_pilon:27335..31794	-23	2	0.0568024	2	43.5	0.1023808	0.102381	1	start
ctg2177_pilon:27335..31794	-22	4	0.114426	4	45.25	0.0650793	0.0867724	0.75	start
ctg2177_pilon:27335..31794	-21	4	0.11814	4	45.25	0.0650793	0.0867724	0.75	start
ctg2177_pilon:27335..31794	-20	5	0.150662	5	46.6	0.05206344	0.0867724	0.6	start
ctg2177_pilon:27335..31794	-19	4	0.136842	4	49.25	0.01879085	0.0375817	0.5	start
ctg2177_pilon:27335..31794	-18	9	0.325294	9	45.22222222	0.03216104444	0.0413499	0.777778	start
ctg2177_pilon:27335..31794	-17	7	0.219855	7	44.71428571	0.0334134	0.0389823	0.857143	start
ctg2177_pilon:27335..31794	-16	10	0.294863	10	48.2	0.03154931	0.0394366	0.8	start
ctg2177_pilon:27335..31794	-15	11	0.364301	11	50.09090909	0.04373319091	0.0481065	0.909091	start
ctg2177_pilon:27335..31794	-14	14	0.479866	14	54.42857143	0.04748837857	0.0511413	0.928571	start
ctg2177_pilon:27335..31794	-13	13	0.457818	13	58.38461538	0.04640330769	0.0502702	0.923077	start
ctg2177_pilon:27335..31794	-12	13	0.460344	13	58.38461538	0.04640330769	0.0502702	0.923077	start
ctg2177_pilon:27335..31794	-11	21	0.696614	21	58.23809524	0.0565265381	0.0624767	0.904762	start
ctg2177_pilon:27335..31794	-10	26	0.725161	26	60.07692308	0.04471162308	0.0581251	0.769231	start
ctg2177_pilon:27335..31794	-9	24	0.666982	24	59.66666667	0.0412272125	0.0549696	0.75	start
ctg2177_pilon:27335..31794	-8	22	0.68905	22	61.40909091	0.04504842273	0.0619416	0.727273	start
ctg2177_pilon:27335..31794	-7	27	0.95485	27	60.2962963	0.04417144074	0.0567919	0.777778	start
ctg2177_pilon:27335..31794	-6	16	0.745347	16	62.1875	0.03295095625	0.0439346	0.75	start
ctg2177_pilon:27335..31794	-5	22	0.986208	23	67.47826087	0.02796871739	0.0428854	0.652174	start
ctg2177_pilon:27335..31794	-4	20	1.14086	21	67.61904762	0.02918807619	0.04715	0.619048	start
ctg2177_pilon:27335..31794	-3	18	1.23833	19	68.10526316	0.02413924737	0.0416951	0.578947	start
ctg2177_pilon:27335..31794	-2	13	1.33873	14	72.64285714	0.01836300714	0.042847	0.428571	start
ctg2177_pilon:27335..31794	-1	13	1.35603	14	72.64285714	0.01836300714	0.042847	0.428571	start
ctg2177_pilon:27335..31794	1	42	0.895712	39	74.61538462	0.07313059487	0.0750551	0.974359	start
ctg2177_pilon:27335..31794	23	42	0.895712	39	74.61538462	0.07313059487	0.0750551	0.974359	end
ctg2177_pilon:27335..31794	22	53	0.961524	48	75.41666667	0.07142231042	0.0714223	1	end
ctg2177_pilon:27335..31794	2	53	0.961524	48	75.41666667	0.07142231042	0.0714223	1	start
ctg2177_pilon:27335..31794	21	61	1.09966	56	77.875	0.06197288393	0.0619729	1	end
ctg2177_pilon:27335..31794	3	61	1.09966	56	77.875	0.06197288393	0.0619729	1	start
ctg2177_pilon:27335..31794	20	59	1.00697	54	78.38888889	0.06634386481	0.0663439	1	end
ctg2177_pilon:27335..31794	4	59	1.00697	54	78.38888889	0.06634386481	0.0663439	1	start
ctg2177_pilon:27335..31794	19	58	0.949188	54	80.12962963	0.06038004444	0.06038	1	end
ctg2177_pilon:27335..31794	5	58	0.949188	54	80.12962963	0.06038004444	0.06038	1	start
ctg2177_pilon:27335..31794	18	50	0.892078	47	80.4893617	0.05695694681	0.0569569	1	end
ctg2177_pilon:27335..31794	6	50	0.892078	47	80.4893617	0.05695694681	0.0569569	1	start
ctg2177_pilon:27335..31794	17	45	0.920188	43	77.20930233	0.05924557442	0.0592456	1	end
ctg2177_pilon:27335..31794	7	45	0.920188	43	77.20930233	0.05924557442	0.0592456	1	start
ctg2177_pilon:27335..31794	16	29	0.712054	28	71.92857143	0.07121923214	0.0712192	1	end
ctg2177_pilon:27335..31794	8	29	0.712054	28	71.92857143	0.07121923214	0.0712192	1	start
ctg2177_pilon:27335..31794	15	34	0.920834	34	70.58823529	0.06529617353	0.0652962	1	end
ctg2177_pilon:27335..31794	9	34	0.920834	34	70.58823529	0.06529617353	0.0652962	1	start
ctg2177_pilon:27335..31794	10	28	0.857651	27	61.96296296	0.06747791111	0.0674779	1	start
ctg2177_pilon:27335..31794	14	28	0.857651	27	61.96296296	0.06747791111	0.0674779	1	end
ctg2177_pilon:27335..31794	11	29	0.877673	27	59.18518519	0.07155007037	0.0715501	1	start
ctg2177_pilon:27335..31794	13	29	0.877673	27	59.18518519	0.07155007037	0.0715501	1	end
ctg2177_pilon:27335..31794	12	27	0.792094	25	60.24	0.064596976	0.064597	1	start
ctg2177_pilon:27335..31794	12	27	0.792094	25	60.24	0.064596976	0.064597	1	end
ctg2177_pilon:27335..31794	11	31	0.902117	29	62.62068966	0.06412035517	0.0641204	1	end
ctg2177_pilon:27335..31794	13	31	0.902117	29	62.62068966	0.06412035517	0.0641204	1	start
ctg2177_pilon:27335..31794	10	28	0.885114	27	62.51851852	0.05694377407	0.0569438	1	end
ctg2177_pilon:27335..31794	14	28	0.885114	27	62.51851852	0.05694377407	0.0569438	1	start
ctg2177_pilon:27335..31794	15	22	0.812921	21	65.42857143	0.05632753333	0.0563275	1	start
ctg2177_pilon:27335..31794	9	22	0.812921	21	65.42857143	0.05632753333	0.0563275	1	end
ctg2177_pilon:27335..31794	16	22	0.743811	22	69.36363636	0.03823132727	0.0420545	0.909091	start
ctg2177_pilon:27335..31794	8	22	0.743811	22	69.36363636	0.03823132727	0.0420545	0.909091	end
ctg2177_pilon:27335..31794	17	26	0.761262	25	71.16	0.028134196	0.0413738	0.68	start
ctg2177_pilon:27335..31794	7	26	0.761262	25	71.16	0.028134196	0.0413738	0.68	end
ctg2177_pilon:27335..31794	18	30	0.785304	29	70.37931034	0.02730384483	0.0377053	0.724138	start
ctg2177_pilon:27335..31794	6	30	0.785304	29	70.37931034	0.02730384483	0.0377053	0.724138	end
ctg2177_pilon:27335..31794	19	27	0.728824	26	68.42307692	0.02520571154	0.0364083	0.692308	start
ctg2177_pilon:27335..31794	5	27	0.728824	26	68.42307692	0.02520571154	0.0364083	0.692308	end
ctg2177_pilon:27335..31794	20	24	0.710256	23	69.26086957	0.02565525217	0.0393381	0.652174	start
ctg2177_pilon:27335..31794	4	24	0.710256	23	69.26086957	0.02565525217	0.0393381	0.652174	end
ctg2177_pilon:27335..31794	21	21	0.823499	20	69.15	0.02715979	0.0387997	0.7	start
ctg2177_pilon:27335..31794	3	21	0.823499	20	69.15	0.02715979	0.0387997	0.7	end
ctg2177_pilon:27335..31794	22	11	0.875197	11	66.90909091	0.04100879091	0.0410088	1	start
ctg2177_pilon:27335..31794	2	11	0.875197	11	66.90909091	0.04100879091	0.0410088	1	end
ctg2177_pilon:27335..31794	1	3	0.869936	3	54.66666667	0.03935806667	0.0393581	1	end
ctg2177_pilon:27335..31794	23	3	0.869936	3	54.66666667	0.03935806667	0.0393581	1	start
ctg2177_pilon:27335..31794	-1	21	0.667249	19	59.52631579	0.03998765263	0.0690696	0.578947	end
ctg2177_pilon:27335..31794	-2	18	0.595834	17	64.64705882	0.01720188235	0.073108	0.235294	end
ctg2177_pilon:27335..31794	-3	19	0.654699	19	69	0.02837701579	0.059907	0.473684	end
ctg2177_pilon:27335..31794	-4	28	0.880222	26	70.69230769	0.02554771923	0.0664241	0.384615	end
ctg2177_pilon:27335..31794	-5	43	0.996021	40	68.575	0.022792565	0.0536296	0.425	end
ctg2177_pilon:27335..31794	-6	55	1.17684	51	69.05882353	0.02470690392	0.0572751	0.431373	end
ctg2177_pilon:27335..31794	-7	59	1.15472	54	69.31481481	0.02148122778	0.0504342	0.425926	end
ctg2177_pilon:27335..31794	-8	60	1.15696	57	69.64912281	0.02159365263	0.0512849	0.421053	end
ctg2177_pilon:27335..31794	-9	60	1.08193	57	68.12280702	0.0212769	0.0505326	0.421053	end
ctg2177_pilon:27335..31794	-10	58	1.04541	55	66.23636364	0.0222955	0.0557388	0.4	end
ctg2177_pilon:27335..31794	-11	46	0.892158	44	65.04545455	0.02039797273	0.0498617	0.409091	end
ctg2177_pilon:27335..31794	-12	44	0.897283	43	64.20930233	0.0329122093	0.0673917	0.488372	end
ctg2177_pilon:27335..31794	-13	45	0.884415	43	61.76744186	0.03222705349	0.0729349	0.44186	end
ctg2177_pilon:27335..31794	-14	43	0.882826	41	57.3902439	0.04134553902	0.0847584	0.487805	end
ctg2177_pilon:27335..31794	-15	32	0.719481	31	56.51612903	0.05295508065	0.0965651	0.548387	end
ctg2177_pilon:27335..31794	-16	38	0.827742	36	57.91666667	0.06036566944	0.0987802	0.611111	end
ctg2177_pilon:27335..31794	-17	30	0.710938	28	55.60714286	0.06375413929	0.0939535	0.678571	end
ctg2177_pilon:27335..31794	-18	23	0.54903	22	56.90909091	0.07819726364	0.0955744	0.818182	end
ctg2177_pilon:27335..31794	-19	14	0.252268	13	64.76923077	0.08873043077	0.0961246	0.923077	end
ctg2177_pilon:27335..31794	-20	11	0.205575	10	68.2	0.09461241	0.0946124	1	end
ctg2177_pilon:27335..31794	-21	5	0.0954571	5	65.2	0.11470614	0.114706	1	end
ctg2177_pilon:27335..31794	-22	4	0.0756214	4	45.25	0.186475375	0.186475	1	end
ctg2177_pilon:27335..31794	-23	2	0.0440581	2	21	0.267857	0.267857	1	end
ctg2177_pilon:27335..31794	-24	2	0.0620199	2	21	0.267857	0.267857	1	end
ctg2177_pilon:27335..31794	-25	2	0.0702161	2	21	0.267857	0.267857	1	end
ctg2177_pilon:27335..31794	-26	1	0.0450901	1	14	0.357143	0.357143	1	end
ctg2177_pilon:27335..31794	-27	2	0.0690512	2	24.5	0.126724	0.126724	1	end
ctg2177_pilon:27335..31794	-28	2	0.058147	2	24.5	0.126724	0.126724	1	end
ctg2177_pilon:27335..31794	-29	2	0.0665294	2	24.5	0.126724	0.126724	1	end
ctg2177_pilon:27335..31794	-30	2	0.0839924	2	24.5	0.126724	0.126724	1	end
ctg2177_pilon:27335..31794	-31	2	0.144524	2	24.5	0.126724	0.126724	1	end
ctg217_pilon:11136..15643	-50	173	3.03429	8	17.75	0.0277917	0.0555834	0.5	start
ctg217_pilon:11136..15643	-49	132	2.45507	13	16.61538462	0.02803772308	0.0607484	0.461538	start
ctg217_pilon:11136..15643	-48	93	1.90702	24	17.83333333	0.01738008333	0.0595889	0.291667	start
ctg217_pilon:11136..15643	-47	61	1.33753	39	17.58974359	0.01690541282	0.0659311	0.25641	start
ctg217_pilon:11136..15643	-46	50	1.28551	46	17.97826087	0.01630913478	0.0682018	0.23913	start
ctg217_pilon:11136..15643	-45	49	1.47454	43	18.18604651	0.01227643256	0.0754124	0.162791	start
ctg217_pilon:11136..15643	-44	43	1.29828	38	18.63157895	0.01015078421	0.077146	0.131579	start
ctg217_pilon:11136..15643	-43	42	1.2988	36	21.97222222	0.01194027778	0.0614071	0.194444	start
ctg217_pilon:11136..15643	-42	30	1.21495	26	26.34615385	0.01222938077	0.052994	0.230769	start
ctg217_pilon:11136..15643	-41	27	1.15857	24	29.29166667	0.01450840833	0.0435252	0.333333	start
ctg217_pilon:11136..15643	-40	26	0.875236	25	35.4	0.018886052	0.0429228	0.44	start
ctg217_pilon:11136..15643	-39	35	1.06405	34	40.52941176	0.02004682059	0.0425995	0.470588	start
ctg217_pilon:11136..15643	-38	32	0.998256	31	44.58064516	0.0204787129	0.0453457	0.451613	start
ctg217_pilon:11136..15643	-37	27	0.798883	26	47.30769231	0.01940527308	0.0420448	0.461538	start
ctg217_pilon:11136..15643	-36	21	0.671105	20	52.75	0.019169505	0.0425989	0.45	start
ctg217_pilon:11136..15643	-35	16	0.631945	15	52.8	0.01729604	0.0432401	0.4	start
ctg217_pilon:11136..15643	-34	7	0.410054	6	49.83333333	0.008333333333	0.05	0.166667	start
ctg217_pilon:11136..15643	-33	1	0.0749252	1	42	0.952381	0.952381	1	start
ctg217_pilon:11136..15643	-32	1	0.0760235	1	42	0.952381	0.952381	1	start
ctg217_pilon:11136..15643	-31	1	0.077381	1	42	0.952381	0.952381	1	start
ctg217_pilon:11136..15643	-30	1	0.0740002	1	42	0.952381	0.952381	1	start
ctg217_pilon:11136..15643	-29	1	0.0696833	1	42	0.952381	0.952381	1	start
ctg217_pilon:11136..15643	-12	7	0.34375	7	67.85714286	0.04111764286	0.0479706	0.857143	start
ctg217_pilon:11136..15643	-11	13	0.494491	12	62.91666667	0.03795038333	0.0506005	0.75	start
ctg217_pilon:11136..15643	-10	13	0.465182	12	62.91666667	0.03795038333	0.0506005	0.75	start
ctg217_pilon:11136..15643	-9	15	0.477197	14	62.42857143	0.03341073571	0.046775	0.714286	start
ctg217_pilon:11136..15643	-8	18	0.553787	17	59.47058824	0.03560105882	0.0504348	0.705882	start
ctg217_pilon:11136..15643	-7	14	0.466046	13	51.30769231	0.04896906923	0.0707331	0.692308	start
ctg217_pilon:11136..15643	-6	13	0.467203	13	47.92307692	0.06128944615	0.0796763	0.769231	start
ctg217_pilon:11136..15643	-5	17	0.555821	17	47.58823529	0.05377480588	0.076181	0.705882	start
ctg217_pilon:11136..15643	-4	15	0.629322	15	46	0.06012173333	0.0819842	0.733333	start
ctg217_pilon:11136..15643	-3	12	0.631304	12	46.08333333	0.063696525	0.0849287	0.75	start
ctg217_pilon:11136..15643	-2	9	0.683527	9	46.88888889	0.04946165556	0.0741925	0.666667	start
ctg217_pilon:11136..15643	-1	4	0.58989	4	46.5	0.029352225	0.0587045	0.5	start
ctg217_pilon:11136..15643	1	54	1.08431	53	52.75471698	0.02327958679	0.0536443	0.433962	start
ctg217_pilon:11136..15643	23	54	1.08431	53	52.75471698	0.02327958679	0.0536443	0.433962	end
ctg217_pilon:11136..15643	22	57	1.047	56	52.10714286	0.01977002143	0.0527201	0.375	end
ctg217_pilon:11136..15643	2	57	1.047	56	52.10714286	0.01977002143	0.0527201	0.375	start
ctg217_pilon:11136..15643	21	55	0.997971	54	49.55555556	0.01792786296	0.0440048	0.407407	end
ctg217_pilon:11136..15643	3	55	0.997971	54	49.55555556	0.01792786296	0.0440048	0.407407	start
ctg217_pilon:11136..15643	20	57	1.01222	56	48.25	0.02203125536	0.05875	0.375	end
ctg217_pilon:11136..15643	4	57	1.01222	56	48.25	0.02203125536	0.05875	0.375	start
ctg217_pilon:11136..15643	19	52	0.872259	53	45.96226415	0.04482780943	0.0848526	0.528302	end
ctg217_pilon:11136..15643	5	52	0.872259	53	45.96226415	0.04482780943	0.0848526	0.528302	start
ctg217_pilon:11136..15643	18	54	0.920931	53	44.77358491	0.04784461698	0.0817989	0.584906	end
ctg217_pilon:11136..15643	6	54	0.920931	53	44.77358491	0.04784461698	0.0817989	0.584906	start
ctg217_pilon:11136..15643	17	50	0.852293	49	43	0.05409327755	0.077958	0.693878	end
ctg217_pilon:11136..15643	7	50	0.852293	49	43	0.05409327755	0.077958	0.693878	start
ctg217_pilon:11136..15643	16	44	0.736966	43	43.72093023	0.05887333953	0.087295	0.674419	end
ctg217_pilon:11136..15643	8	44	0.736966	43	43.72093023	0.05887333953	0.087295	0.674419	start
ctg217_pilon:11136..15643	15	48	0.764707	47	45.89361702	0.04904408298	0.0886566	0.553191	end
ctg217_pilon:11136..15643	9	48	0.764707	47	45.89361702	0.04904408298	0.0886566	0.553191	start
ctg217_pilon:11136..15643	10	44	0.718406	43	46.44186047	0.03355022558	0.0655754	0.511628	start
ctg217_pilon:11136..15643	14	44	0.718406	43	46.44186047	0.03355022558	0.0655754	0.511628	end
ctg217_pilon:11136..15643	11	45	0.726065	44	46.40909091	0.031086825	0.0651343	0.477273	start
ctg217_pilon:11136..15643	13	45	0.726065	44	46.40909091	0.031086825	0.0651343	0.477273	end
ctg217_pilon:11136..15643	12	48	0.771931	47	49.38297872	0.02696855532	0.0633761	0.425532	start
ctg217_pilon:11136..15643	12	48	0.771931	47	49.38297872	0.02696855532	0.0633761	0.425532	end
ctg217_pilon:11136..15643	11	53	0.844417	52	49.05769231	0.03159758077	0.0631952	0.5	end
ctg217_pilon:11136..15643	13	53	0.844417	52	49.05769231	0.03159758077	0.0631952	0.5	start
ctg217_pilon:11136..15643	10	44	0.754903	43	49.25581395	0.03596957907	0.0572849	0.627907	end
ctg217_pilon:11136..15643	14	44	0.754903	43	49.25581395	0.03596957907	0.0572849	0.627907	start
ctg217_pilon:11136..15643	15	48	0.809339	48	51.0625	0.02788351875	0.0478003	0.583333	start
ctg217_pilon:11136..15643	9	48	0.809339	48	51.0625	0.02788351875	0.0478003	0.583333	end
ctg217_pilon:11136..15643	16	43	0.758334	43	51.69767442	0.02922531163	0.0448817	0.651163	start
ctg217_pilon:11136..15643	8	43	0.758334	43	51.69767442	0.02922531163	0.0448817	0.651163	end
ctg217_pilon:11136..15643	17	59	0.947598	58	55.62068966	0.01944003103	0.0490227	0.396552	start
ctg217_pilon:11136..15643	7	59	0.947598	58	55.62068966	0.01944003103	0.0490227	0.396552	end
ctg217_pilon:11136..15643	18	63	1.02212	62	53.51612903	0.01187351613	0.0490772	0.241935	start
ctg217_pilon:11136..15643	6	63	1.02212	62	53.51612903	0.01187351613	0.0490772	0.241935	end
ctg217_pilon:11136..15643	19	63	1.13852	62	54.43548387	0.01104110484	0.0488963	0.225806	start
ctg217_pilon:11136..15643	5	63	1.13852	62	54.43548387	0.01104110484	0.0488963	0.225806	end
ctg217_pilon:11136..15643	20	50	1.19146	49	53.75510204	0.01178379184	0.0641562	0.183673	start
ctg217_pilon:11136..15643	4	50	1.19146	49	53.75510204	0.01178379184	0.0641562	0.183673	end
ctg217_pilon:11136..15643	21	44	1.31787	43	55.30232558	0.005680686047	0.0814232	0.0697674	start
ctg217_pilon:11136..15643	3	44	1.31787	43	55.30232558	0.005680686047	0.0814232	0.0697674	end
ctg217_pilon:11136..15643	22	18	1.16708	18	44.83333333	0.01357052778	0.0814232	0.166667	start
ctg217_pilon:11136..15643	2	18	1.16708	18	44.83333333	0.01357052778	0.0814232	0.166667	end
ctg217_pilon:11136..15643	1	5	1.34625	5	56.2	0.0202825	0.0507062	0.4	end
ctg217_pilon:11136..15643	23	5	1.34625	5	56.2	0.0202825	0.0507062	0.4	start
ctg217_pilon:11136..15643	-1	35	0.87904	33	45.72727273	0.03501273939	0.057771	0.606061	end
ctg217_pilon:11136..15643	-2	42	0.937121	40	46.275	0.0269735325	0.0539471	0.5	end
ctg217_pilon:11136..15643	-3	48	1.06835	46	45.26086957	0.03058152174	0.061163	0.5	end
ctg217_pilon:11136..15643	-4	47	1.06225	45	44.91111111	0.02434952444	0.0576699	0.422222	end
ctg217_pilon:11136..15643	-5	41	0.94408	40	41.875	0.0226816775	0.0533687	0.425	end
ctg217_pilon:11136..15643	-6	35	1.00189	35	44.31428571	0.01818804857	0.0707313	0.257143	end
ctg217_pilon:11136..15643	-7	40	1.16606	39	44.30769231	0.03315804872	0.107764	0.307692	end
ctg217_pilon:11136..15643	-8	40	1.0054	38	46.02631579	0.03206512895	0.10154	0.315789	end
ctg217_pilon:11136..15643	-9	34	0.734949	31	46.38709677	0.03606402258	0.111798	0.322581	end
ctg217_pilon:11136..15643	-10	30	0.626605	24	48.16666667	0.04658269583	0.111798	0.416667	end
ctg217_pilon:11136..15643	-11	25	0.629655	19	45.47368421	0.05445533684	0.114961	0.473684	end
ctg217_pilon:11136..15643	-12	11	0.314421	6	46.16666667	0.05551995	0.0832799	0.666667	end
ctg217_pilon:11136..15643	-13	8	0.22405	4	44.5	0.035869575	0.0717392	0.5	end
ctg217_pilon:11136..15643	-14	14	0.418179	11	38.72727273	0.04217809091	0.051551	0.818182	end
ctg217_pilon:11136..15643	-15	13	0.442168	11	38.72727273	0.04217809091	0.051551	0.818182	end
ctg217_pilon:11136..15643	-16	59	0.963962	11	38.72727273	0.04217809091	0.051551	0.818182	end
ctg217_pilon:11136..15643	-17	67	0.890098	13	36.61538462	0.05327863846	0.0629657	0.846154	end
ctg217_pilon:11136..15643	-18	65	0.894095	11	35.18181818	0.05348724545	0.058836	0.909091	end
ctg217_pilon:11136..15643	-19	69	1.02598	14	39.21428571	0.03789961429	0.0757992	0.5	end
ctg217_pilon:11136..15643	-20	90	1.20651	37	46.13513514	0.01501607027	0.0694493	0.216216	end
ctg217_pilon:11136..15643	-21	55	0.641607	48	46.625	0.01322196875	0.0634655	0.208333	end
ctg217_pilon:11136..15643	-22	47	0.473444	46	47.56521739	0.008825895652	0.0507489	0.173913	end
ctg217_pilon:11136..15643	-23	51	0.502066	50	48.24	0.008504342	0.0472463	0.18	end
ctg217_pilon:11136..15643	-24	45	0.474808	45	49.66666667	0.01176411333	0.0756264	0.155556	end
ctg217_pilon:11136..15643	-25	30	0.378403	30	46.53333333	0.03721687	0.124056	0.3	end
ctg217_pilon:11136..15643	-26	30	0.499352	30	43.76666667	0.04860750333	0.112171	0.433333	end
ctg217_pilon:11136..15643	-27	35	0.90875	35	44.34285714	0.04602221429	0.107385	0.428571	end
ctg217_pilon:11136..15643	-28	45	1.19967	42	44.76190476	0.0374462881	0.112339	0.333333	end
ctg217_pilon:11136..15643	-29	47	1.18307	44	44.31818182	0.03050856364	0.0838986	0.363636	end
ctg217_pilon:11136..15643	-30	45	1.43639	42	43.57142857	0.02212526905	0.0516256	0.428571	end
ctg217_pilon:11136..15643	-31	36	1.45777	33	43.36363636	0.02316166364	0.0545954	0.424242	end
ctg217_pilon:11136..15643	-32	39	1.36667	36	38.22222222	0.02239788889	0.0575946	0.388889	end
ctg217_pilon:11136..15643	-33	30	1.23524	30	32.5	0.03080179333	0.0616036	0.5	end
ctg217_pilon:11136..15643	-34	33	1.2092	33	32.06060606	0.0299675697	0.0659287	0.454545	end
ctg217_pilon:11136..15643	-35	35	1.10748	35	32.77142857	0.03950804	0.0921854	0.428571	end
ctg217_pilon:11136..15643	-36	40	1.03731	39	34.76923077	0.03482392821	0.0754518	0.461538	end
ctg217_pilon:11136..15643	-37	41	0.962907	40	38.6	0.0384448125	0.0809364	0.475	end
ctg217_pilon:11136..15643	-38	41	1.02728	39	40.87179487	0.04130880513	0.0805522	0.512821	end
ctg217_pilon:11136..15643	-39	36	1.00407	34	41	0.04868184118	0.0871149	0.558824	end
ctg217_pilon:11136..15643	-40	38	0.914046	38	42.92105263	0.04174215263	0.0834843	0.5	end
ctg217_pilon:11136..15643	-41	45	1.03132	44	42.56818182	0.04458935	0.0891787	0.5	end
ctg217_pilon:11136..15643	-42	43	1.063	42	42.28571429	0.04661654286	0.0753036	0.619048	end
ctg217_pilon:11136..15643	-43	44	1.03511	44	41.90909091	0.04504089773	0.0734	0.613636	end
ctg217_pilon:11136..15643	-44	45	0.999225	45	42.11111111	0.04824645111	0.0723697	0.666667	end
ctg217_pilon:11136..15643	-45	44	1.07194	44	41.22727273	0.04240555455	0.0601885	0.704545	end
ctg217_pilon:11136..15643	-46	42	1.0466	42	42.88095238	0.03381356667	0.0568068	0.595238	end
ctg217_pilon:11136..15643	-47	35	1.04898	35	43.6	0.03000016	0.0583336	0.514286	end
ctg217_pilon:11136..15643	-48	27	1.07322	27	43.25925926	0.03017451852	0.0581937	0.518519	end
ctg217_pilon:11136..15643	-49	21	1.25257	21	44.33333333	0.01808998571	0.0474862	0.380952	end
ctg217_pilon:11136..15643	-50	11	1.25414	11	48.09090909	0.01898893636	0.0696261	0.272727	end
ctg2201_pilon:9311..13571	-47	18	0.472579	17	19.23529412	0.1333304471	0.161901	0.823529	start
ctg2201_pilon:9311..13571	-46	23	0.632205	23	19.47826087	0.1115365609	0.160334	0.695652	start
ctg2201_pilon:9311..13571	-45	25	0.725447	25	19.96	0.102503928	0.160162	0.64	start
ctg2201_pilon:9311..13571	-44	33	0.864943	33	19.33333333	0.07440117879	0.175374	0.424242	start
ctg2201_pilon:9311..13571	-43	39	1.00162	39	19.79487179	0.05698057949	0.14815	0.384615	start
ctg2201_pilon:9311..13571	-42	67	1.52905	37	19.67567568	0.05449762432	0.144029	0.378378	start
ctg2201_pilon:9311..13571	-41	109	2.12896	29	19.96551724	0.05203905862	0.150913	0.344828	start
ctg2201_pilon:9311..13571	-40	154	2.63872	24	20.20833333	0.0388643375	0.133249	0.291667	start
ctg2201_pilon:9311..13571	-39	193	3.30341	13	21.76923077	0.06533929231	0.141568	0.461538	start
ctg2201_pilon:9311..13571	-38	209	3.4051	8	20.125	0.04339795	0.0867959	0.5	start
ctg2201_pilon:9311..13571	-37	181	3.25514	10	18.1	0.02731095	0.0910365	0.3	start
ctg2201_pilon:9311..13571	-36	143	2.68335	22	19.81818182	0.03037087273	0.11136	0.272727	start
ctg2201_pilon:9311..13571	-35	98	2.16342	27	19.55555556	0.02643013704	0.101945	0.259259	start
ctg2201_pilon:9311..13571	-34	51	1.50159	30	19.7	0.03013633	0.100454	0.3	start
ctg2201_pilon:9311..13571	-33	25	1.25125	25	19.96	0.025239216	0.105163	0.24	start
ctg2201_pilon:9311..13571	-32	27	1.3527	26	21.30769231	0.03647164231	0.0948263	0.384615	start
ctg2201_pilon:9311..13571	-31	27	1.38899	26	23.96153846	0.05609932308	0.104184	0.538462	start
ctg2201_pilon:9311..13571	-30	27	1.20141	26	25.84615385	0.06167892692	0.10691	0.576923	start
ctg2201_pilon:9311..13571	-29	32	1.08407	31	25.96774194	0.05599639032	0.108493	0.516129	start
ctg2201_pilon:9311..13571	-28	39	0.916711	38	26.42105263	0.05936397368	0.107421	0.552632	start
ctg2201_pilon:9311..13571	-27	37	0.797868	37	26.94594595	0.05816563784	0.107606	0.540541	start
ctg2201_pilon:9311..13571	-26	34	0.712874	33	27.57575758	0.04030583333	0.0886728	0.454545	start
ctg2201_pilon:9311..13571	-25	43	0.839209	40	27.625	0.03353408	0.0789037	0.425	start
ctg2201_pilon:9311..13571	-24	45	0.837891	40	29	0.025466275	0.0727608	0.35	start
ctg2201_pilon:9311..13571	-23	42	0.922561	37	28.24324324	0.01773932703	0.0596686	0.297297	start
ctg2201_pilon:9311..13571	-22	46	1.02098	41	28.09756098	0.02042127561	0.0598052	0.341463	start
ctg2201_pilon:9311..13571	-21	44	0.93631	40	28.25	0.024017825	0.0686224	0.35	start
ctg2201_pilon:9311..13571	-20	37	0.802084	35	28.82857143	0.03268893714	0.0762742	0.428571	start
ctg2201_pilon:9311..13571	-19	35	0.768616	35	27.54285714	0.05028724	0.0800024	0.628571	start
ctg2201_pilon:9311..13571	-18	37	0.654041	37	28.72972973	0.0459238027	0.0738774	0.621622	start
ctg2201_pilon:9311..13571	-17	37	0.615867	37	28.27027027	0.04936023514	0.086968	0.567568	start
ctg2201_pilon:9311..13571	-16	37	0.643719	37	27.2972973	0.04968863514	0.0835672	0.594595	start
ctg2201_pilon:9311..13571	-15	32	0.562706	32	26.9375	0.04541515	0.0854873	0.53125	start
ctg2201_pilon:9311..13571	-14	31	0.554126	30	28	0.03717787333	0.0929447	0.4	start
ctg2201_pilon:9311..13571	-13	27	0.478338	26	27.61538462	0.0428624	0.101311	0.423077	start
ctg2201_pilon:9311..13571	-12	22	0.384409	21	29	0.03463080952	0.0727247	0.47619	start
ctg2201_pilon:9311..13571	-11	20	0.33772	19	30.84210526	0.03702757895	0.058627	0.631579	start
ctg2201_pilon:9311..13571	-10	26	0.425637	25	31.04	0.041342824	0.0645982	0.64	start
ctg2201_pilon:9311..13571	-9	24	0.400774	24	31.83333333	0.041145325	0.061718	0.666667	start
ctg2201_pilon:9311..13571	-8	29	0.496367	29	32.34482759	0.04350440345	0.0664015	0.655172	start
