group	r.squared	i
"Conserved methylation\namongst tubeworms"	0.739100174	505
"Contrasting methylation\namongst tubeworms"	0.039153481	505
"Contrasting methylation\nacross families"	0.128290743	506
"Conserved methylation\namongst tubeworms"	0.728278892	506
"Conserved methylation\nacross families"	0.746243734	506
"Contrasting methylation\namongst tubeworms"	0.037208337	506
"Contrasting methylation\nacross families"	0.129438117	507
"Conserved methylation\namongst tubeworms"	0.73556641	507
"Conserved methylation\nacross families"	0.761317484	507
"Contrasting methylation\namongst tubeworms"	0.029259896	507
"Contrasting methylation\nacross families"	0.12731656	508
"Conserved methylation\namongst tubeworms"	0.75687262	508
"Conserved methylation\nacross families"	0.751625989	508
"Contrasting methylation\namongst tubeworms"	0.046415859	508
"Contrasting methylation\nacross families"	0.12850892	509
"Conserved methylation\nacross families"	0.761768617	509
"Conserved methylation\namongst tubeworms"	0.739292218	509
"Contrasting methylation\namongst tubeworms"	0.034874451	509
"Contrasting methylation\nacross families"	0.119375134	510
"Conserved methylation\namongst tubeworms"	0.745648483	510
"Conserved methylation\nacross families"	0.758066326	510
"Contrasting methylation\namongst tubeworms"	0.052560694	510
"Contrasting methylation\nacross families"	0.1286226	511
"Conserved methylation\nacross families"	0.747916698	511
"Conserved methylation\namongst tubeworms"	0.744345113	511
"Contrasting methylation\namongst tubeworms"	0.03194533	511
"Contrasting methylation\nacross families"	0.131862705	512
"Conserved methylation\namongst tubeworms"	0.75585068	512
"Conserved methylation\nacross families"	0.754825724	512
"Contrasting methylation\namongst tubeworms"	0.04201058	512
"Contrasting methylation\nacross families"	0.130072607	513
"Conserved methylation\namongst tubeworms"	0.745010499	513
"Conserved methylation\nacross families"	0.757702777	513
"Contrasting methylation\namongst tubeworms"	0.033608455	513
"Contrasting methylation\nacross families"	0.120178724	514
"Conserved methylation\namongst tubeworms"	0.726936684	514
"Conserved methylation\nacross families"	0.745996045	514
"Contrasting methylation\namongst tubeworms"	0.034799099	514
"Contrasting methylation\nacross families"	0.110827502	515
"Conserved methylation\namongst tubeworms"	0.749021135	515
"Conserved methylation\nacross families"	0.770011228	515
"Contrasting methylation\namongst tubeworms"	0.041032206	515
"Contrasting methylation\nacross families"	0.127567632	516
"Conserved methylation\namongst tubeworms"	0.725093668	516
"Conserved methylation\nacross families"	0.765401365	516
"Contrasting methylation\namongst tubeworms"	0.028245297	516
"Contrasting methylation\nacross families"	0.1286604	517
"Conserved methylation\namongst tubeworms"	0.738189658	517
"Conserved methylation\nacross families"	0.760162196	517
"Contrasting methylation\namongst tubeworms"	0.040617397	517
"Contrasting methylation\nacross families"	0.112867966	518
"Conserved methylation\namongst tubeworms"	0.728636877	518
"Conserved methylation\nacross families"	0.769880692	518
"Contrasting methylation\namongst tubeworms"	0.03478521	518
"Contrasting methylation\nacross families"	0.119702196	519
"Conserved methylation\nacross families"	0.773362161	519
"Conserved methylation\namongst tubeworms"	0.750012799	519
"Contrasting methylation\namongst tubeworms"	0.047600786	519
"Contrasting methylation\nacross families"	0.120656788	520
"Conserved methylation\namongst tubeworms"	0.730775996	520
"Conserved methylation\nacross families"	0.755196919	520
"Contrasting methylation\namongst tubeworms"	0.042633733	520
"Contrasting methylation\nacross families"	0.14331064	521
"Conserved methylation\namongst tubeworms"	0.732772172	521
"Conserved methylation\nacross families"	0.74948774	521
"Contrasting methylation\namongst tubeworms"	0.045583268	521
"Contrasting methylation\nacross families"	0.128834424	522
"Conserved methylation\namongst tubeworms"	0.745349194	522
"Conserved methylation\nacross families"	0.766187389	522
"Contrasting methylation\namongst tubeworms"	0.037168555	522
"Contrasting methylation\nacross families"	0.124257501	523
"Conserved methylation\namongst tubeworms"	0.754697278	523
"Conserved methylation\nacross families"	0.755930631	523
"Contrasting methylation\namongst tubeworms"	0.038347048	523
"Conserved methylation\namongst tubeworms"	0.729161953	524
"Conserved methylation\nacross families"	0.764481148	524
"Contrasting methylation\nacross families"	0.118255303	524
"Contrasting methylation\namongst tubeworms"	0.05281892	524
"Contrasting methylation\nacross families"	0.130415604	525
"Conserved methylation\namongst tubeworms"	0.742607205	525
"Conserved methylation\nacross families"	0.763559237	525
"Contrasting methylation\namongst tubeworms"	0.031228905	525
"Contrasting methylation\nacross families"	0.11234877	526
"Conserved methylation\namongst tubeworms"	0.755837555	526
"Conserved methylation\nacross families"	0.765020197	526
"Contrasting methylation\namongst tubeworms"	0.03908531	526
"Contrasting methylation\nacross families"	0.127655014	527
"Conserved methylation\namongst tubeworms"	0.71562648	527
"Conserved methylation\nacross families"	0.756842646	527
"Contrasting methylation\namongst tubeworms"	0.041100727	527
"Contrasting methylation\nacross families"	0.12882041	528
"Conserved methylation\namongst tubeworms"	0.716440207	528
"Conserved methylation\nacross families"	0.756121723	528
"Contrasting methylation\namongst tubeworms"	0.03918068	528
"Contrasting methylation\nacross families"	0.128120735	529
"Conserved methylation\nacross families"	0.757575263	529
"Conserved methylation\namongst tubeworms"	0.735511009	529
"Contrasting methylation\namongst tubeworms"	0.041356073	529
"Contrasting methylation\nacross families"	0.127178761	530
"Conserved methylation\namongst tubeworms"	0.729613678	530
"Conserved methylation\nacross families"	0.770004088	530
"Contrasting methylation\namongst tubeworms"	0.042233631	530
"Conserved methylation\namongst tubeworms"	0.745180352	531
"Conserved methylation\nacross families"	0.765947237	531
"Contrasting methylation\nacross families"	0.124695513	531
"Contrasting methylation\namongst tubeworms"	0.043561807	531
"Contrasting methylation\nacross families"	0.119160245	532
"Conserved methylation\namongst tubeworms"	0.718783093	532
"Conserved methylation\nacross families"	0.751398625	532
"Contrasting methylation\namongst tubeworms"	0.033453976	532
"Contrasting methylation\nacross families"	0.125543896	533
"Conserved methylation\namongst tubeworms"	0.748471536	533
"Conserved methylation\nacross families"	0.754623091	533
"Contrasting methylation\namongst tubeworms"	0.047715197	533
"Contrasting methylation\nacross families"	0.130702205	534
"Conserved methylation\nacross families"	0.75226696	534
"Conserved methylation\namongst tubeworms"	0.739362264	534
"Contrasting methylation\namongst tubeworms"	0.037712097	534
"Contrasting methylation\nacross families"	0.126674333	535
"Conserved methylation\namongst tubeworms"	0.744715888	535
"Conserved methylation\nacross families"	0.748749403	535
"Contrasting methylation\namongst tubeworms"	0.037756051	535
"Contrasting methylation\nacross families"	0.120800402	536
"Conserved methylation\namongst tubeworms"	0.748415927	536
"Conserved methylation\nacross families"	0.768564406	536
"Contrasting methylation\namongst tubeworms"	0.041747052	536
"Contrasting methylation\nacross families"	0.14407466	537
"Conserved methylation\namongst tubeworms"	0.736050146	537
"Conserved methylation\nacross families"	0.761112177	537
"Contrasting methylation\namongst tubeworms"	0.046037146	537
"Conserved methylation\nacross families"	0.76368071	538
"Conserved methylation\namongst tubeworms"	0.737678226	538
"Contrasting methylation\nacross families"	0.13398518	538
"Contrasting methylation\namongst tubeworms"	0.033772983	538
"Contrasting methylation\nacross families"	0.126436011	539
"Conserved methylation\nacross families"	0.767008891	539
"Conserved methylation\namongst tubeworms"	0.747444565	539
"Contrasting methylation\namongst tubeworms"	0.037441489	539
"Contrasting methylation\nacross families"	0.126383161	540
"Conserved methylation\namongst tubeworms"	0.740626297	540
"Conserved methylation\nacross families"	0.75898857	540
"Contrasting methylation\namongst tubeworms"	0.039102635	540
"Contrasting methylation\nacross families"	0.122312277	541
"Conserved methylation\namongst tubeworms"	0.702879086	541
"Conserved methylation\nacross families"	0.761492858	541
"Contrasting methylation\namongst tubeworms"	0.041876621	541
"Contrasting methylation\nacross families"	0.120656349	542
"Conserved methylation\namongst tubeworms"	0.717726882	542
"Conserved methylation\nacross families"	0.765868813	542
"Contrasting methylation\namongst tubeworms"	0.033230166	542
"Contrasting methylation\nacross families"	0.130439426	543
"Conserved methylation\namongst tubeworms"	0.732436688	543
"Conserved methylation\nacross families"	0.758670295	543
"Contrasting methylation\namongst tubeworms"	0.033052085	543
"Contrasting methylation\nacross families"	0.127181887	544
"Conserved methylation\namongst tubeworms"	0.745202791	544
"Conserved methylation\nacross families"	0.746666613	544
"Contrasting methylation\namongst tubeworms"	0.044114678	544
"Contrasting methylation\nacross families"	0.1381947	545
"Conserved methylation\namongst tubeworms"	0.716571998	545
"Conserved methylation\nacross families"	0.761590756	545
"Contrasting methylation\namongst tubeworms"	0.047011044	545
"Contrasting methylation\nacross families"	0.131098484	546
"Conserved methylation\namongst tubeworms"	0.752239106	546
"Conserved methylation\nacross families"	0.753912734	546
"Contrasting methylation\namongst tubeworms"	0.027418597	546
"Contrasting methylation\nacross families"	0.124609752	547
"Conserved methylation\namongst tubeworms"	0.744261478	547
"Conserved methylation\nacross families"	0.760746694	547
"Contrasting methylation\namongst tubeworms"	0.032919408	547
"Contrasting methylation\nacross families"	0.119177826	548
"Conserved methylation\namongst tubeworms"	0.741885244	548
"Conserved methylation\nacross families"	0.762683387	548
"Contrasting methylation\namongst tubeworms"	0.053390865	548
"Contrasting methylation\nacross families"	0.135288676	549
"Conserved methylation\namongst tubeworms"	0.732735458	549
"Conserved methylation\nacross families"	0.758437213	549
"Contrasting methylation\namongst tubeworms"	0.057717869	549
"Contrasting methylation\nacross families"	0.137761736	550
"Conserved methylation\namongst tubeworms"	0.738553859	550
"Conserved methylation\nacross families"	0.75621833	550
"Contrasting methylation\namongst tubeworms"	0.038982208	550
"Contrasting methylation\nacross families"	0.122743055	551
"Conserved methylation\nacross families"	0.775677194	551
"Conserved methylation\namongst tubeworms"	0.741173916	551
"Contrasting methylation\namongst tubeworms"	0.053660339	551
"Contrasting methylation\nacross families"	0.125318548	552
"Conserved methylation\namongst tubeworms"	0.743830215	552
"Conserved methylation\nacross families"	0.753547425	552
"Contrasting methylation\namongst tubeworms"	0.041400772	552
"Conserved methylation\namongst tubeworms"	0.742708993	553
"Conserved methylation\nacross families"	0.759901953	553
"Contrasting methylation\nacross families"	0.114716114	553
"Contrasting methylation\namongst tubeworms"	0.040637488	553
"Contrasting methylation\nacross families"	0.123079106	554
"Conserved methylation\namongst tubeworms"	0.721516467	554
"Conserved methylation\nacross families"	0.762124484	554
"Contrasting methylation\namongst tubeworms"	0.044297809	554
"Contrasting methylation\nacross families"	0.131283656	555
"Conserved methylation\namongst tubeworms"	0.756948655	555
"Conserved methylation\nacross families"	0.76442939	555
"Contrasting methylation\namongst tubeworms"	0.032595084	555
"Contrasting methylation\nacross families"	0.12854437	556
"Conserved methylation\namongst tubeworms"	0.736264229	556
"Conserved methylation\nacross families"	0.754414444	556
"Contrasting methylation\namongst tubeworms"	0.036198081	556
"Contrasting methylation\nacross families"	0.134161763	557
"Conserved methylation\nacross families"	0.775993215	557
"Conserved methylation\namongst tubeworms"	0.732812342	557
"Contrasting methylation\namongst tubeworms"	0.032013388	557
"Contrasting methylation\nacross families"	0.138750973	558
"Conserved methylation\namongst tubeworms"	0.739996501	558
"Conserved methylation\nacross families"	0.76193196	558
"Contrasting methylation\namongst tubeworms"	0.032708865	558
"Contrasting methylation\nacross families"	0.136766099	559
"Conserved methylation\namongst tubeworms"	0.732903046	559
"Conserved methylation\nacross families"	0.768775901	559
"Contrasting methylation\namongst tubeworms"	0.040587816	559
"Contrasting methylation\nacross families"	0.137906715	560
"Conserved methylation\namongst tubeworms"	0.747164305	560
"Conserved methylation\nacross families"	0.759715395	560
"Contrasting methylation\namongst tubeworms"	0.041366196	560
"Contrasting methylation\nacross families"	0.127337232	561
"Conserved methylation\namongst tubeworms"	0.734748119	561
"Conserved methylation\nacross families"	0.765303973	561
"Contrasting methylation\namongst tubeworms"	0.04286304	561
"Contrasting methylation\nacross families"	0.129091902	562
"Conserved methylation\namongst tubeworms"	0.74227416	562
"Conserved methylation\nacross families"	0.762737534	562
"Contrasting methylation\namongst tubeworms"	0.03844288	562
"Contrasting methylation\nacross families"	0.133766107	563
"Conserved methylation\namongst tubeworms"	0.740279713	563
"Conserved methylation\nacross families"	0.757758668	563
"Contrasting methylation\namongst tubeworms"	0.041197775	563
"Contrasting methylation\nacross families"	0.137247967	564
"Conserved methylation\namongst tubeworms"	0.730956582	564
"Conserved methylation\nacross families"	0.750898087	564
"Contrasting methylation\namongst tubeworms"	0.039848478	564
"Contrasting methylation\nacross families"	0.113194905	565
"Conserved methylation\nacross families"	0.763741372	565
"Conserved methylation\namongst tubeworms"	0.754725602	565
"Contrasting methylation\namongst tubeworms"	0.042836658	565
"Contrasting methylation\nacross families"	0.130233286	566
"Conserved methylation\namongst tubeworms"	0.730962235	566
"Conserved methylation\nacross families"	0.758051895	566
"Contrasting methylation\namongst tubeworms"	0.065345591	566
"Contrasting methylation\nacross families"	0.132902913	567
"Conserved methylation\namongst tubeworms"	0.75026835	567
"Conserved methylation\nacross families"	0.765122925	567
"Contrasting methylation\namongst tubeworms"	0.0324735	567
"Contrasting methylation\nacross families"	0.121419251	568
"Conserved methylation\namongst tubeworms"	0.731724309	568
"Conserved methylation\nacross families"	0.763785833	568
"Contrasting methylation\namongst tubeworms"	0.031359275	568
"Contrasting methylation\nacross families"	0.13018255	569
"Conserved methylation\nacross families"	0.75012296	569
"Conserved methylation\namongst tubeworms"	0.738927684	569
"Contrasting methylation\namongst tubeworms"	0.05628169	569
"Contrasting methylation\nacross families"	0.128510566	570
"Conserved methylation\namongst tubeworms"	0.737678056	570
"Conserved methylation\nacross families"	0.762464035	570
"Contrasting methylation\namongst tubeworms"	0.029382169	570
"Contrasting methylation\nacross families"	0.132822339	571
"Conserved methylation\namongst tubeworms"	0.737093005	571
"Conserved methylation\nacross families"	0.769842665	571
"Contrasting methylation\namongst tubeworms"	0.036217898	571
"Contrasting methylation\nacross families"	0.121994074	572
"Conserved methylation\nacross families"	0.756341028	572
"Conserved methylation\namongst tubeworms"	0.717479419	572
"Contrasting methylation\namongst tubeworms"	0.043407771	572
"Contrasting methylation\nacross families"	0.116050462	573
"Conserved methylation\namongst tubeworms"	0.746752296	573
"Conserved methylation\nacross families"	0.753245529	573
"Contrasting methylation\namongst tubeworms"	0.046809628	573
"Contrasting methylation\nacross families"	0.124724454	574
"Conserved methylation\namongst tubeworms"	0.737869979	574
"Conserved methylation\nacross families"	0.758972227	574
"Contrasting methylation\namongst tubeworms"	0.032520551	574
"Contrasting methylation\nacross families"	0.135505765	575
"Conserved methylation\namongst tubeworms"	0.733933014	575
"Conserved methylation\nacross families"	0.756386586	575
"Contrasting methylation\namongst tubeworms"	0.040234427	575
"Contrasting methylation\nacross families"	0.13363863	576
"Conserved methylation\namongst tubeworms"	0.744831734	576
"Conserved methylation\nacross families"	0.761358197	576
"Contrasting methylation\namongst tubeworms"	0.042982528	576
"Contrasting methylation\nacross families"	0.12830957	577
"Conserved methylation\namongst tubeworms"	0.722686098	577
"Conserved methylation\nacross families"	0.750679876	577
"Contrasting methylation\namongst tubeworms"	0.034133729	577
"Contrasting methylation\nacross families"	0.125891295	578
"Conserved methylation\namongst tubeworms"	0.729451269	578
"Conserved methylation\nacross families"	0.753460031	578
"Contrasting methylation\namongst tubeworms"	0.04610284	578
"Contrasting methylation\nacross families"	0.123397991	579
"Conserved methylation\namongst tubeworms"	0.723459086	579
"Conserved methylation\nacross families"	0.755371926	579
"Contrasting methylation\namongst tubeworms"	0.036689204	579
"Contrasting methylation\nacross families"	0.129985956	580
"Conserved methylation\namongst tubeworms"	0.73411018	580
"Conserved methylation\nacross families"	0.758131984	580
"Contrasting methylation\namongst tubeworms"	0.046712226	580
"Contrasting methylation\nacross families"	0.118230782	581
"Conserved methylation\namongst tubeworms"	0.73387977	581
"Conserved methylation\nacross families"	0.75290289	581
"Contrasting methylation\namongst tubeworms"	0.046270074	581
"Contrasting methylation\nacross families"	0.114641891	582
"Conserved methylation\namongst tubeworms"	0.729546279	582
"Conserved methylation\nacross families"	0.764496112	582
"Contrasting methylation\namongst tubeworms"	0.040570944	582
"Contrasting methylation\nacross families"	0.135685651	583
"Conserved methylation\namongst tubeworms"	0.737549166	583
"Conserved methylation\nacross families"	0.761432979	583
"Contrasting methylation\namongst tubeworms"	0.037651126	583
"Contrasting methylation\nacross families"	0.122053988	584
"Conserved methylation\namongst tubeworms"	0.74762046	584
"Conserved methylation\nacross families"	0.761951464	584
"Contrasting methylation\namongst tubeworms"	0.057598104	584
"Contrasting methylation\nacross families"	0.115516941	585
"Conserved methylation\namongst tubeworms"	0.747156433	585
"Conserved methylation\nacross families"	0.76981169	585
"Contrasting methylation\namongst tubeworms"	0.031180919	585
"Contrasting methylation\nacross families"	0.137319745	586
"Conserved methylation\namongst tubeworms"	0.729248484	586
"Conserved methylation\nacross families"	0.762569308	586
"Contrasting methylation\namongst tubeworms"	0.019605528	586
"Contrasting methylation\nacross families"	0.150348933	587
"Conserved methylation\namongst tubeworms"	0.732956605	587
"Conserved methylation\nacross families"	0.751529235	587
"Contrasting methylation\namongst tubeworms"	0.034245036	587
"Contrasting methylation\nacross families"	0.122048072	588
"Conserved methylation\namongst tubeworms"	0.730261125	588
"Conserved methylation\nacross families"	0.755762232	588
"Contrasting methylation\namongst tubeworms"	0.025451764	588
"Contrasting methylation\nacross families"	0.118495613	589
"Conserved methylation\namongst tubeworms"	0.736215629	589
"Conserved methylation\nacross families"	0.761898736	589
"Contrasting methylation\namongst tubeworms"	0.034919643	589
"Contrasting methylation\nacross families"	0.128197176	590
"Conserved methylation\namongst tubeworms"	0.739363594	590
"Conserved methylation\nacross families"	0.754637343	590
"Contrasting methylation\namongst tubeworms"	0.044028739	590
"Conserved methylation\namongst tubeworms"	0.720661339	591
"Conserved methylation\nacross families"	0.754494155	591
"Contrasting methylation\nacross families"	0.126127287	591
"Contrasting methylation\namongst tubeworms"	0.037152002	591
"Contrasting methylation\nacross families"	0.115258689	592
"Conserved methylation\namongst tubeworms"	0.734676497	592
"Conserved methylation\nacross families"	0.759839512	592
"Contrasting methylation\namongst tubeworms"	0.042954868	592
"Contrasting methylation\nacross families"	0.123080146	593
"Conserved methylation\namongst tubeworms"	0.720346447	593
"Conserved methylation\nacross families"	0.784066146	593
"Contrasting methylation\namongst tubeworms"	0.063779739	593
"Contrasting methylation\nacross families"	0.12514134	594
"Conserved methylation\namongst tubeworms"	0.730415783	594
"Conserved methylation\nacross families"	0.769180078	594
"Contrasting methylation\namongst tubeworms"	0.032489384	594
"Contrasting methylation\nacross families"	0.129859935	595
"Conserved methylation\namongst tubeworms"	0.73858193	595
"Conserved methylation\nacross families"	0.762116843	595
"Contrasting methylation\namongst tubeworms"	0.051787092	595
"Contrasting methylation\nacross families"	0.120497162	596
"Conserved methylation\nacross families"	0.760699185	596
"Conserved methylation\namongst tubeworms"	0.738167056	596
"Contrasting methylation\namongst tubeworms"	0.047698036	596
"Contrasting methylation\nacross families"	0.12140952	597
"Conserved methylation\namongst tubeworms"	0.742011165	597
"Conserved methylation\nacross families"	0.771039289	597
"Contrasting methylation\namongst tubeworms"	0.031850492	597
"Contrasting methylation\nacross families"	0.130920098	598
"Conserved methylation\namongst tubeworms"	0.745165256	598
"Conserved methylation\nacross families"	0.766047509	598
"Contrasting methylation\namongst tubeworms"	0.038916153	598
"Contrasting methylation\nacross families"	0.12253216	599
"Conserved methylation\namongst tubeworms"	0.733304156	599
"Conserved methylation\nacross families"	0.757101391	599
"Contrasting methylation\namongst tubeworms"	0.043664922	599
"Contrasting methylation\nacross families"	0.118134483	600
"Conserved methylation\namongst tubeworms"	0.739533239	600
"Conserved methylation\nacross families"	0.76050078	600
"Contrasting methylation\namongst tubeworms"	0.047952991	600
"Contrasting methylation\nacross families"	0.122664227	601
"Conserved methylation\namongst tubeworms"	0.741649928	601
"Conserved methylation\nacross families"	0.756480885	601
"Contrasting methylation\namongst tubeworms"	0.038823731	601
"Contrasting methylation\nacross families"	0.147692034	602
"Conserved methylation\namongst tubeworms"	0.754161717	602
"Conserved methylation\nacross families"	0.761733088	602
"Contrasting methylation\namongst tubeworms"	0.041070106	602
"Contrasting methylation\nacross families"	0.117215528	603
"Conserved methylation\namongst tubeworms"	0.730216063	603
"Conserved methylation\nacross families"	0.7594974	603
"Contrasting methylation\namongst tubeworms"	0.030857789	603
"Contrasting methylation\nacross families"	0.120630242	604
"Conserved methylation\namongst tubeworms"	0.743688619	604
"Conserved methylation\nacross families"	0.775960045	604
"Contrasting methylation\namongst tubeworms"	0.056124946	604
"Contrasting methylation\nacross families"	0.128972196	605
"Conserved methylation\namongst tubeworms"	0.743648632	605
"Conserved methylation\nacross families"	0.757833173	605
"Contrasting methylation\namongst tubeworms"	0.03960556	605
"Contrasting methylation\nacross families"	0.123571943	606
"Conserved methylation\nacross families"	0.76505473	606
"Conserved methylation\namongst tubeworms"	0.725564659	606
"Contrasting methylation\namongst tubeworms"	0.040849427	606
"Contrasting methylation\nacross families"	0.134218394	607
"Conserved methylation\namongst tubeworms"	0.750181515	607
"Conserved methylation\nacross families"	0.750050732	607
"Contrasting methylation\namongst tubeworms"	0.030020659	607
"Conserved methylation\namongst tubeworms"	0.743167408	608
"Conserved methylation\nacross families"	0.751252697	608
"Contrasting methylation\nacross families"	0.130105779	608
"Contrasting methylation\namongst tubeworms"	0.038313291	608
"Contrasting methylation\nacross families"	0.133709676	609
"Conserved methylation\namongst tubeworms"	0.73303723	609
"Conserved methylation\nacross families"	0.75544005	609
"Contrasting methylation\namongst tubeworms"	0.030337408	609
"Conserved methylation\namongst tubeworms"	0.722895749	610
"Conserved methylation\nacross families"	0.755891699	610
"Contrasting methylation\nacross families"	0.124732481	610
"Contrasting methylation\namongst tubeworms"	0.052120971	610
"Contrasting methylation\nacross families"	0.121029405	611
"Conserved methylation\namongst tubeworms"	0.726983486	611
"Conserved methylation\nacross families"	0.755684479	611
"Contrasting methylation\namongst tubeworms"	0.037878152	611
"Contrasting methylation\nacross families"	0.128460716	612
"Conserved methylation\nacross families"	0.760662516	612
"Conserved methylation\namongst tubeworms"	0.73974686	612
"Contrasting methylation\namongst tubeworms"	0.028896952	612
"Contrasting methylation\nacross families"	0.126879185	613
"Conserved methylation\namongst tubeworms"	0.739165712	613
"Conserved methylation\nacross families"	0.754277191	613
"Contrasting methylation\namongst tubeworms"	0.043151131	613
"Contrasting methylation\nacross families"	0.12902704	614
"Conserved methylation\namongst tubeworms"	0.736980289	614
"Conserved methylation\nacross families"	0.760752609	614
"Contrasting methylation\namongst tubeworms"	0.043257526	614
"Contrasting methylation\nacross families"	0.13456176	615
"Conserved methylation\nacross families"	0.762842986	615
"Conserved methylation\namongst tubeworms"	0.733053515	615
"Contrasting methylation\namongst tubeworms"	0.043530569	615
"Contrasting methylation\nacross families"	0.116032766	616
"Conserved methylation\namongst tubeworms"	0.728942683	616
"Conserved methylation\nacross families"	0.766680684	616
"Contrasting methylation\namongst tubeworms"	0.037426514	616
"Conserved methylation\namongst tubeworms"	0.742903311	617
"Conserved methylation\nacross families"	0.754041764	617
"Contrasting methylation\nacross families"	0.12465356	617
"Contrasting methylation\namongst tubeworms"	0.047439349	617
"Contrasting methylation\nacross families"	0.10435283	618
"Conserved methylation\namongst tubeworms"	0.747868625	618
"Conserved methylation\nacross families"	0.759319226	618
"Contrasting methylation\namongst tubeworms"	0.040555713	618
"Conserved methylation\namongst tubeworms"	0.728311437	619
"Conserved methylation\nacross families"	0.759670682	619
"Contrasting methylation\nacross families"	0.133435429	619
"Contrasting methylation\namongst tubeworms"	0.036825487	619
"Contrasting methylation\nacross families"	0.115169152	620
"Conserved methylation\namongst tubeworms"	0.73564495	620
"Conserved methylation\nacross families"	0.758532681	620
"Contrasting methylation\namongst tubeworms"	0.049497	620
"Contrasting methylation\nacross families"	0.12722988	621
"Conserved methylation\namongst tubeworms"	0.731322203	621
"Conserved methylation\nacross families"	0.765597324	621
"Contrasting methylation\namongst tubeworms"	0.04521378	621
"Contrasting methylation\nacross families"	0.115939563	622
"Conserved methylation\namongst tubeworms"	0.754159873	622
"Conserved methylation\nacross families"	0.755916588	622
"Contrasting methylation\namongst tubeworms"	0.048074045	622
"Contrasting methylation\nacross families"	0.138415651	623
"Conserved methylation\namongst tubeworms"	0.744861595	623
"Conserved methylation\nacross families"	0.756652311	623
"Contrasting methylation\namongst tubeworms"	0.032759253	623
"Contrasting methylation\nacross families"	0.11939846	624
"Conserved methylation\namongst tubeworms"	0.742654013	624
"Conserved methylation\nacross families"	0.759445844	624
"Contrasting methylation\namongst tubeworms"	0.031945184	624
"Contrasting methylation\nacross families"	0.120759098	625
"Conserved methylation\namongst tubeworms"	0.733295141	625
"Conserved methylation\nacross families"	0.758851699	625
"Contrasting methylation\namongst tubeworms"	0.037680774	625
"Contrasting methylation\nacross families"	0.115429225	626
"Conserved methylation\namongst tubeworms"	0.737487163	626
"Conserved methylation\nacross families"	0.749736155	626
"Contrasting methylation\namongst tubeworms"	0.043383533	626
"Contrasting methylation\nacross families"	0.116743164	627
"Conserved methylation\namongst tubeworms"	0.738170377	627
"Conserved methylation\nacross families"	0.772725916	627
"Contrasting methylation\namongst tubeworms"	0.041137123	627
"Contrasting methylation\nacross families"	0.13388138	628
"Conserved methylation\namongst tubeworms"	0.734696769	628
"Conserved methylation\nacross families"	0.755662079	628
"Contrasting methylation\namongst tubeworms"	0.039070259	628
"Contrasting methylation\nacross families"	0.140639551	629
"Conserved methylation\namongst tubeworms"	0.735715765	629
"Conserved methylation\nacross families"	0.755752744	629
"Contrasting methylation\namongst tubeworms"	0.042410985	629
"Contrasting methylation\nacross families"	0.127859168	630
"Conserved methylation\namongst tubeworms"	0.738973176	630
"Conserved methylation\nacross families"	0.765251134	630
"Contrasting methylation\namongst tubeworms"	0.040715082	630
"Contrasting methylation\nacross families"	0.114076332	631
"Conserved methylation\namongst tubeworms"	0.751289461	631
"Conserved methylation\nacross families"	0.757738593	631
"Contrasting methylation\namongst tubeworms"	0.034431637	631
"Contrasting methylation\nacross families"	0.128634112	632
"Conserved methylation\namongst tubeworms"	0.748835077	632
"Conserved methylation\nacross families"	0.760659421	632
"Contrasting methylation\namongst tubeworms"	0.039662035	632
"Contrasting methylation\nacross families"	0.122801352	633
"Conserved methylation\namongst tubeworms"	0.754638855	633
"Conserved methylation\nacross families"	0.760242831	633
"Contrasting methylation\namongst tubeworms"	0.041566552	633
"Contrasting methylation\nacross families"	0.12712959	634
"Conserved methylation\namongst tubeworms"	0.732298534	634
"Conserved methylation\nacross families"	0.758820102	634
"Contrasting methylation\namongst tubeworms"	0.043756643	634
"Contrasting methylation\nacross families"	0.118046377	635
"Conserved methylation\namongst tubeworms"	0.721058745	635
"Conserved methylation\nacross families"	0.755743277	635
"Contrasting methylation\namongst tubeworms"	0.038960019	635
"Contrasting methylation\nacross families"	0.119500338	636
"Conserved methylation\namongst tubeworms"	0.748421205	636
"Conserved methylation\nacross families"	0.754669626	636
"Contrasting methylation\namongst tubeworms"	0.037989973	636
"Contrasting methylation\nacross families"	0.127831011	637
"Conserved methylation\namongst tubeworms"	0.746266964	637
"Conserved methylation\nacross families"	0.760862159	637
"Contrasting methylation\namongst tubeworms"	0.046646017	637
"Contrasting methylation\nacross families"	0.127769035	638
"Conserved methylation\nacross families"	0.749815049	638
"Conserved methylation\namongst tubeworms"	0.731361231	638
"Contrasting methylation\namongst tubeworms"	0.033755624	638
"Contrasting methylation\nacross families"	0.122752825	639
"Conserved methylation\namongst tubeworms"	0.73461695	639
"Conserved methylation\nacross families"	0.768866708	639
"Contrasting methylation\namongst tubeworms"	0.039194252	639
"Contrasting methylation\nacross families"	0.129234123	640
"Conserved methylation\namongst tubeworms"	0.742314587	640
"Conserved methylation\nacross families"	0.750157152	640
"Contrasting methylation\namongst tubeworms"	0.044786879	640
"Contrasting methylation\nacross families"	0.121835138	641
"Conserved methylation\namongst tubeworms"	0.753738322	641
"Conserved methylation\nacross families"	0.759985636	641
"Contrasting methylation\namongst tubeworms"	0.028687542	641
"Contrasting methylation\nacross families"	0.133114994	642
"Conserved methylation\namongst tubeworms"	0.742122558	642
